"","Gene_id","AvgDif_12B","AvgDif_10G","AvgDif_3D7B","Red_12B","Red_10G","Red_3D7B","MaxAvgDif","Exp_12B","Exp_10G","Exp_3D7B"
"37","PF3D7_0104100",0.129615695484385,0.0651814048684817,-0.182359595782262,4112.19583333333,2949.55416666667,2829.0125,0.311975291266647,1,1,1
"38","PF3D7_0104200",-0.0561274992440447,-0.0852220365102823,0.0278524374335241,29686.5,23417.25,22036.275,0.113074473943806,1,1,1
"39","PF3D7_0104300",-0.0109714125314231,0.139639116951506,-0.037773250798858,8972.20833333334,6867.7,10341.425,0.177412367750364,1,1,1
"40","PF3D7_0104400",-0.00801405993528173,-0.0346034557955494,0.120309442407514,2517.13333333334,3016.50416666666,3821.425,0.154912898203063,1,1,1
"41","PF3D7_0104500",-0.121596728144233,-0.0193080121672145,0.118273188688741,1839.5,1628.575,1902.96666666666,0.239869916832974,1,1,1
"42","PF3D7_0104600",-0.0771458261460106,0.11830432747535,-0.107110795636903,291,462.883333333333,382.158333333334,0.225415123112253,0,0,0
"43","PF3D7_0104700",-0.544356600686097,0.289500929422662,-0.100311484628401,63.60625,61.8708333333334,56.8020833333333,0.833857530108758,0,0,0
"44","PF3D7_0104800",-0.132461657677936,-0.341794042958323,0.115011815544837,5162.05833333334,5151.1375,4831.5875,0.45680585850316,1,1,1
"45","PF3D7_0105100",0.0712093600755258,0.0354160919144552,-0.149152724583998,924.941666666665,1104.25833333333,1006.75,0.220362084659524,1,1,1
"46","PF3D7_0105200",-0.0131270954284729,-0.0884366588514617,-0.191470967861915,2672.65416666667,4104.54166666667,3338.03333333334,0.178343872433442,1,1,1
"47","PF3D7_0105300",0.0996315270810215,0.0191484256212893,0.0102430260889621,11477.75,10905.6916666667,12002.3583333333,0.0893885009920594,1,1,1
"48","PF3D7_0105400",0.116486517746372,-0.34489448950518,-0.24791748639977,8753.23333333333,10429.1,6887.95,0.461381007251552,1,1,1
"49","PF3D7_0105500",0.0489584718938026,0.16399098778581,-0.323287099600874,433.308333333334,686.9375,713.141666666667,0.487278087386684,0,0,1
"50","PF3D7_0105600",-0.0253072877201889,0.136114436764733,-0.17270634243894,1663.5875,1793.175,1812.15416666666,0.308820779203673,1,1,1
"51","PF3D7_0105700",0.126416510504528,-0.00407063865097402,-0.0622767693433086,3054.45,3517.76666666667,3439.20833333333,0.188693279847837,1,1,1
"52","PF3D7_0105800",0.164890281710792,-0.0233387429070142,-0.17512552811236,4934.23333333334,5039.67291666666,5756.98333333334,0.340015809823152,1,1,1
