"Gene ID","source_id","sense - T05 - unique only","sense - T10 - unique only","sense - T15 - unique only","sense - T20 - unique only","sense - T25 - unique only","sense - T30 - unique only","sense - T35 - unique only","sense - T40 - unique only","antisense - T05 - unique only","antisense - T10 - unique only","antisense - T15 - unique only","antisense - T20 - unique only","antisense - T25 - unique only","antisense - T30 - unique only","antisense - T35 - unique only","antisense - T40 - unique only","sense - T05","sense - T10","sense - T15","sense - T20","sense - T25","sense - T30","sense - T35","sense - T40","antisense - T05","antisense - T10","antisense - T15","antisense - T20","antisense - T25","antisense - T30","antisense - T35","antisense - T40"
"PF3D7_1402200","PF3D7_1402200.1","233.76","70.13","18.03","6.72","36.97","159.36","214.6","292.23","1.15","2.85","3.29","5.93","4.64","4.38","4.35","8.64","189.67","61.9","16.29","6.1","33.79","147.93","201.7","255.17","1.06","2.52","2.98","5.39","4.24","4.06","4.09","7.55"
"PF3D7_1402300","PF3D7_1402300.1","60.1","50.68","110.65","169.94","178.07","207.82","256.15","268.94","0.37","0.24","0.05","0.09","0.23","0.34","0.49","2.36","48.92","45.24","100.1","154.48","162.76","193.15","240.86","235.03","0.3","0.21","0.04","0.08","0.21","0.36","0.46","2.14"
"PF3D7_1403600","PF3D7_1403600.1","115.8","35.77","5.6","12.87","39.23","79.96","120.01","125.63","0","0.54","0.28","0.25","0.22","0.98","0","1.78","94.11","31.58","5.06","11.69","35.85","74.22","113.23","109.7","0","0.48","0.25","0.23","0.2","0.91","0","1.55"
"PF3D7_1403900","PF3D7_1403900.1","9.23","20.15","96.56","258.55","338.85","316.79","223.15","80.34","1.45","0.11","0.11","0.3","0.09","0.19","0.46","2.09","7.48","17.88","87.34","235.02","309.65","294.16","209.73","70.15","1.18","0.09","0.1","0.36","0.08","0.18","0.43","1.82"
"PF3D7_1404200","PF3D7_1404200.1","2.77","2.26","7.02","4.48","7.6","5.35","3.67","7.42","0.28","0","0","0.53","0.23","0.25","0.24","0.8","2.47","2","6.61","4.07","7.15","4.96","3.45","6.48","0.22","0.25","0","0.48","0.21","0.24","0.46","0.69"
"PF3D7_1404800","PF3D7_1404800.1","367.96","492.94","318.62","230.42","78.55","34.17","8.82","7.12","0.39","0.37","0.24","0.19","0.08","0.03","0.11","1.09","298.4","435.34","288.15","209.44","71.88","31.8","8.34","6.22","0.34","0.38","0.22","0.2","0.1","0.03","0.13","0.95"
"PF3D7_1406600","PF3D7_1406600.1","16.31","3.66","0.98","8.4","29.03","53.96","81.9","97.51","0.14","0","0.12","0.04","0.06","0.28","0.1","1.7","13.3","3.25","1.01","7.65","26.65","50.15","77.09","85.21","0.11","0.02","0.11","0.08","0.11","0.28","0.15","1.53"
"PF3D7_1406700","PF3D7_1406700.1","31.64","9.11","4.03","23.46","92.44","134.42","166.23","127.15","0","0.33","0.17","0","0","0","0.14","1.83","25.65","8.04","3.64","21.31","84.47","124.78","156.24","111.16","0","0.29","0.15","0","0","0.14","0.13","1.6"
"PF3D7_1407000","PF3D7_1407000.1","2","2.57","1.62","1.9","1.82","1.84","0.95","1.59","0.02","0.1","0","0.14","0.08","0.02","0.09","1.26","1.64","2.26","1.47","1.73","1.68","1.73","0.91","1.39","0.06","0.09","0.02","0.13","0.09","0.04","0.1","1.1"
"PF3D7_1407100","PF3D7_1407100.1","140.15","315.11","437.94","480.61","352.61","248.29","141.42","50.08","1.65","2.68","2.67","5.46","1.78","2.59","1.38","2.05","113.64","278.22","395.68","436.55","322.3","230.49","132.99","43.73","1.58","2.72","2.78","5.38","1.7","2.49","1.29","1.79"
"PF3D7_1407900","PF3D7_1407900.1","845.53","1204.12","606.23","311.07","199.52","164.58","88.26","27.2","0.55","0.63","0.29","0.39","0.11","0.06","0","1.25","685.68","1063.02","547.85","282.61","182.38","152.96","83.01","23.81","0.44","0.56","0.26","0.36","0.1","0.06","0","1.09"
"PF3D7_1412000","PF3D7_1412000.1","34.29","6.42","0.61","0.18","0.24","0.09","0.68","28.68","0.29","0","0.41","0.37","0.56","0.71","1.79","2.22","27.8","5.67","0.55","0.25","0.22","0.08","0.64","25.04","0.23","0.26","0.55","0.33","0.51","0.66","1.85","1.94"
"PF3D7_1412900","PF3D7_1412900.1","16.43","35.09","93.29","67.5","49.6","70.35","79.35","50.48","0.52","0.21","0.87","0.89","0.77","0.86","1.1","1.98","13.57","31.16","84.98","61.93","46.11","66.1","75.35","44.68","0.59","0.56","0.99","1.34","0.94","1.24","1.37","1.9"
"PF3D7_1412900","PF3D7_1412900.2","16.43","35.09","93.29","67.5","49.6","70.35","79.35","50.48","0.52","0.21","0.87","0.89","0.77","0.86","1.1","1.98","13.57","31.16","84.98","61.93","46.11","66.1","75.35","44.68","0.59","0.56","0.99","1.34","0.94","1.24","1.37","1.9"
"PF3D7_1413200","PF3D7_1413200.1","34.48","34.13","29.88","21.84","43.45","60.85","36.85","28.77","0.67","0","0.08","0","0","0.14","0.26","2.2","28.56","30.39","27.35","20.28","40.61","57.76","35.43","25.12","0.54","0","0.07","0","0.11","0.13","0.25","1.92"
"PF3D7_1413300","PF3D7_1413300.1","6.29","4.14","0.95","0.43","18.31","64.9","73.13","50.35","0","0","0","0.86","0","0.83","0","1.29","5.1","3.65","0.86","0.39","16.73","60.24","68.73","43.97","0","0","0","0.78","0","0.77","0","1.13"
"PF3D7_1414400","PF3D7_1414400.1","310.86","89.51","22.46","62.62","184.48","288.96","445.25","731.45","3.46","1.46","2.04","1.84","1.35","0.94","0.45","3.12","252.05","79.01","20.29","56.88","168.66","268.32","418.48","638.7","2.8","1.28","1.84","1.67","1.24","0.95","0.42","2.72"
"PF3D7_1415000","PF3D7_1415000.1","35.42","13.74","1.42","1.1","17.88","102.43","130.67","87.34","0.29","0.39","0.2","0.27","0.4","0.44","0","1.56","28.72","12.13","1.38","1","16.34","95.17","122.97","76.42","0.31","0.43","0.37","0.25","0.36","0.57","0.08","1.44"
"PF3D7_1416300","PF3D7_1416300.1","5.19","1.9","5.33","13.13","21.41","41.49","43.3","24.86","0.52","1.67","1.33","0.49","0.06","0.34","0.33","1.78","4.33","1.67","4.82","11.99","19.62","38.51","40.76","21.71","0.42","1.47","1.2","0.45","0.06","0.32","0.31","1.55"
"PF3D7_1416700","PF3D7_1416700.1","6.76","9.78","6.41","4.88","8.92","11.15","8.45","11.83","0.23","0.48","0","0.22","0","0","0.21","2.9","5.48","8.63","5.79","4.43","8.15","10.55","7.95","10.33","0.19","0.63","0","0.2","0","0","0.19","2.53"
"PF3D7_1417900","PF3D7_1417900.1","11.97","3.94","2.94","4.68","57.09","140.05","144.12","62.87","0.64","0.22","0.23","0","0","0.2","0","1.84","9.88","3.47","2.65","4.25","52.17","130.19","138.12","54.9","0.52","0.19","0.2","0","0","0.18","0","1.61"
"PF3D7_1418800","PF3D7_1418800.1","3.07","3.45","5.52","2.34","5.36","5.93","1.63","5.88","1.53","0.63","1.3","0.88","0.77","0","0.27","1.47","2.74","3.05","4.98","2.12","4.9","5.5","1.53","5.13","1.49","0.55","1.17","0.8","0.7","0","0.26","1.28"
"PF3D7_1418900","PF3D7_1418900.1","68.16","110.46","125.22","112.55","91.27","69.43","40.53","14.53","0.04","0.07","0.11","0.13","0.15","0.16","0.22","1.35","55.38","97.53","113.17","102.26","83.43","64.52","38.18","12.74","0.03","0.1","0.1","0.15","0.13","0.15","0.21","1.21"
"PF3D7_1420200","PF3D7_1420200.1","64.07","18.55","5.84","4.07","9.06","18.88","23.2","59.77","0.02","0","0.05","0.05","0.02","0.14","0.07","1.33","52.05","16.38","5.32","3.72","8.3","17.57","21.84","52.23","0.02","0","0.05","0.04","0.02","0.13","0.06","1.17"
"PF3D7_1421000","PF3D7_1421000.1","8.53","5.88","11.6","17.91","10","16.34","19.72","19.85","1.22","0.71","0.55","0.66","0.72","1.6","2.77","4.34","6.92","5.19","10.48","16.27","9.13","15.17","18.53","17.33","0.99","0.63","0.5","0.75","0.66","1.49","2.61","3.79"
"PF3D7_1421400","PF3D7_1421400.1","16.95","87.01","177.46","241.66","262.42","195.01","104.76","35.45","1.39","0.99","0.68","0.51","0.62","0.2","0.38","4.42","13.83","76.8","160.44","219.59","240.05","181.4","98.46","30.95","1.13","0.87","0.61","0.46","0.65","0.27","0.36","3.86"
"PF3D7_1421800","PF3D7_1421800.1","19.09","21.65","26.43","19.28","29.18","31.66","18.72","18.52","0.33","0.34","0.44","0.48","0.69","1.07","0.44","1.28","15.54","19.26","23.96","17.59","27.05","29.68","17.67","16.45","0.34","0.3","0.4","0.58","0.7","1.07","0.42","1.12"
"PF3D7_1422000","PF3D7_1422000.1","35.62","6.75","4.88","5.02","53.77","111.05","86.65","88.13","0.66","0.34","0","0","0","0.3","0.29","3.16","28.88","5.96","4.41","4.56","49.13","103.09","81.44","76.96","0.53","0.3","0","0","0","0.28","0.27","3.03"
"PF3D7_1422900","PF3D7_1422900.1","7.86","9.08","5.85","3.19","2.18","7.7","7.27","4.95","0.36","0.67","0.31","0.9","0.73","0.6","0.19","2.37","6.37","8.02","5.28","3.02","2.05","7.15","6.84","4.32","0.3","0.66","0.28","0.88","0.66","0.56","0.18","2.13"
"PF3D7_1424800","PF3D7_1424800.1","7.09","8.06","14.16","24.01","20.32","27.55","6.97","10.57","0.79","2.42","0.83","0","1.31","0.73","0.7","4.53","5.75","7.12","12.8","21.81","18.57","25.58","6.55","9.23","0.64","2.13","0.75","0.68","1.2","0.67","0.66","3.96"
"PF3D7_1426600","PF3D7_1426600.1","19.53","5.43","1.37","0.76","2.29","21.63","38.26","53.25","0.24","0.07","0.18","0.14","0.13","0.16","0.04","1.58","15.92","4.91","1.3","0.79","2.25","20.21","36.03","46.64","0.23","0.1","0.19","0.15","0.15","0.17","0.05","1.39"
"PF3D7_1426800","PF3D7_1426800.1","43.22","85.98","88.83","76.22","58.49","53.33","49.81","28.08","0.09","0.18","0.03","0.11","0.09","0.19","0.24","1.35","35.2","75.97","80.54","69.36","53.63","49.66","46.97","24.61","0.08","0.16","0.03","0.13","0.08","0.19","0.24","1.26"
"PF3D7_1427200","PF3D7_1427200.1","69.36","46.51","30.1","13.77","7.83","22.61","72.52","150.89","0.69","0.7","0.24","0","0.19","1.06","1.02","2.42","56.24","41.05","27.2","12.71","7.33","20.99","68.35","131.95","0.56","0.62","0.22","0.2","0.17","0.98","0.95","2.11"
"PF3D7_1428500","PF3D7_1428500.1","32.11","54.3","34.58","12.19","4.26","8.02","12.78","12.07","0.25","0.15","0.06","0.14","0.46","0.7","0.61","2.11","26.14","47.99","31.36","11.17","4","7.55","12.07","10.64","0.21","0.13","0.06","0.15","0.44","0.66","0.58","1.84"
"PF3D7_1428600","PF3D7_1428600.1","5.08","3.43","0.54","1.26","13.7","28.52","30.93","19.37","0","0.1","0","0.19","0","0.19","0","1.95","4.29","3.12","0.49","1.32","12.67","26.48","29.07","16.92","0","0.09","0","0.18","0","0.26","0.08","1.7"
"PF3D7_1429100","PF3D7_1429100.1","26.35","7.55","8.46","28.33","60.26","100.66","179.86","178.49","0","0.17","0.06","0.05","0.33","0.84","0.65","2.07","21.41","6.72","7.75","25.73","55.16","93.59","169.14","156","0.09","0.21","0.11","0.1","0.3","0.82","0.61","1.9"
"PF3D7_1429300","PF3D7_1429300.1","9.17","13.64","19.29","25.07","10.95","12.34","12.38","11.57","0.25","0.17","0","0.08","0.07","0.08","0.07","2.31","7.43","12.04","17.43","22.92","10.33","11.74","11.71","10.11","0.27","0.15","0.08","0.07","0.06","0.07","0.07","2.02"
"PF3D7_1429600","PF3D7_1429600.1","7.75","5.91","4.77","3.62","10.9","33.19","67.19","49.27","0.28","1.01","1.64","0.81","1.52","1.43","1.12","2.97","6.51","5.22","4.58","3.29","10.18","31.05","63.15","43.25","0.23","0.89","1.48","0.73","1.39","1.32","1.05","2.59"
"PF3D7_1429900","PF3D7_1429900.1","15.38","5.48","6.12","10.39","19.7","28.4","29.14","33.75","1.01","0.48","1.18","4.42","3.4","4.57","3.12","3.26","12.6","4.84","5.61","9.45","18.1","26.46","27.4","29.49","0.87","0.45","1.11","4.02","3.17","4.3","2.93","2.93"
"PF3D7_1431100","PF3D7_1431100.1","24.86","34.44","26.56","15.61","9.48","9.34","6.78","7.25","0.18","0.36","0.66","0.25","1.26","1.23","0.16","1.62","20.15","30.4","23.99","14.18","8.67","8.67","6.37","6.33","0.14","0.32","0.6","0.23","1.15","1.14","0.15","1.42"
"PF3D7_1433600","PF3D7_1433600.1","40.43","12.75","3.53","28.07","125.65","253.34","393.07","297.81","13.98","2.8","1.93","11.86","46.52","69.91","52.43","49.78","32.78","11.25","3.19","25.5","114.82","235.17","369.44","260.05","11.34","2.47","1.74","10.78","42.51","64.89","49.28","43.47"
"PF3D7_1433900","PF3D7_1433900.1","6.78","1.61","0.65","0.89","3.8","13.35","17.87","18.94","0.14","0.4","1.12","1.77","1.49","1.58","0.97","2.42","5.81","1.55","0.7","0.97","3.55","12.5","16.88","16.71","0.17","0.44","1.07","1.71","1.41","1.5","0.97","2.18"
"PF3D7_1436600","PF3D7_1436600.1","118.21","37.28","4.3","1.14","1.36","9.38","33.59","123.89","0.18","0.33","0.12","0.1","0.21","0.23","0.22","1.81","95.96","33.1","3.95","1.1","1.35","8.74","31.72","108.33","0.15","0.29","0.1","0.09","0.22","0.28","0.21","1.58"
"PF3D7_1436900","PF3D7_1436900.1","14.35","12.31","18.59","23.5","24.12","34.76","29.33","16.55","0","0.16","0.16","0","0","0.57","1.23","2.36","11.63","11.14","16.94","21.34","22.04","32.4","27.7","14.45","0","0.14","0.15","0.13","0.12","0.53","1.15","2.06"
"PF3D7_1438600","PF3D7_1438600.1","23.53","35.25","36.9","34.83","29.4","49.35","53.27","31.72","0.22","0","0","0","0.09","0.41","0.39","1.92","19.08","31.11","33.34","31.63","26.87","45.81","50.16","27.7","0.18","0","0","0","0.08","0.38","0.37","1.68"
"PF3D7_1439600","PF3D7_1439600.1","61.32","24.88","6.16","5.06","25.93","88.24","158.94","160.45","0","0","0","0","0","0.16","0","1.15","49.72","21.96","5.56","4.59","23.69","81.92","149.38","140.24","0","0","0","0","0","0.15","0","1"
"PF3D7_1439700","PF3D7_1439700.1","9.55","3.29","2","2.61","26.89","76.61","100.41","61.56","0.19","0.19","0","0.09","0.16","0.09","0.42","2.81","7.74","2.9","1.81","2.37","24.57","71.12","94.38","53.75","0.15","0.17","0","0.08","0.14","0.08","0.39","2.45"
"PF3D7_1440100","PF3D7_1440100.1","51.71","14.03","1.39","0.87","18.14","64.46","134.69","203.88","0.18","0","0","0","0.03","0.08","0.16","1.23","42.03","12.52","1.34","0.82","16.6","59.89","126.64","178.05","0.15","0.03","0","0","0.02","0.08","0.15","1.07"
"PF3D7_1440700","PF3D7_1440700.1","8.66","1.73","8.35","32.45","44.55","39.05","45.96","45.39","0.17","0.13","0","0.08","0.21","0.7","0.41","2.18","7.16","1.56","7.58","29.48","40.74","36.25","43.19","39.67","0.14","0.11","0","0.07","0.22","0.65","0.39","1.91"
"PF3D7_1441400","PF3D7_1441400.1","7.64","8.69","32.06","69.69","110.73","147.73","169.14","63.08","0","0.13","0.19","0.06","0.1","0.11","0.43","1.64","6.4","8","29.08","63.51","101.74","137.5","159.53","55.28","0","0.11","0.18","0.05","0.09","0.1","0.41","1.43"
"PF3D7_1441900","PF3D7_1441900.1","21.43","78.81","134.94","176.67","140.69","124.57","113.32","97.38","0","0","0","0","0","0","0","1.75","17.38","69.56","121.92","160.47","128.57","115.64","106.51","85.03","0","0","0","0","0","0","0","1.53"
"PF3D7_1442400","PF3D7_1442400.1","44.35","13.68","11.15","115.35","95.93","76.23","81.36","94.84","0.04","0.03","0.03","0.1","0.04","0.07","0.04","1.62","36.01","12.1","10.08","104.92","87.73","70.81","76.61","82.84","0.04","0.07","0.04","0.13","0.04","0.15","0.06","1.44"
"PF3D7_1442700","PF3D7_1442700.1","10.43","3.09","1.23","0.75","1.32","13.85","34.76","46.91","0.02","0.04","0.04","0.02","0.03","0.03","0.03","1.37","8.55","2.77","1.16","0.73","1.25","12.97","32.73","41.03","0.02","0.03","0.04","0.02","0.03","0.03","0.04","1.2"
"PF3D7_1445000","PF3D7_1445000.1","25.75","9.66","4.19","3.7","5.96","30.13","74.59","104.62","0.46","0.23","0.24","0.22","0.44","0.77","0.47","1.68","20.94","8.53","3.78","3.56","5.56","28.04","70.1","91.42","0.37","0.21","0.22","0.2","0.46","0.72","0.51","1.47"
"PF3D7_1445100","PF3D7_1445100.1","11.22","31.99","49.32","45.36","28.72","31.79","28.8","17.35","0.05","0.08","0.09","0.08","0.05","0.15","0.02","1.68","9.16","28.31","44.61","41.22","26.33","29.63","27.12","15.2","0.04","0.07","0.08","0.07","0.04","0.14","0.05","1.46"
"PF3D7_1446400","PF3D7_1446400.1","1.71","0.99","1.65","3.26","8.18","17.07","16.22","5.92","0.89","0.76","0.47","0.43","0.25","0.27","0.13","1.5","1.39","0.87","1.49","2.96","7.48","15.85","15.24","5.24","0.73","0.67","0.43","0.39","0.23","0.25","0.12","1.31"
"PF3D7_1447200","PF3D7_1447200.1","143.61","303.15","418.3","340.34","251.35","208.74","273.77","232.73","0.18","0.18","0","0","0.15","0.22","0.26","1.62","116.54","267.85","378.04","309.34","230.09","194.18","257.65","203.56","0.14","0.16","0","0.05","0.13","0.2","0.24","1.42"
"PF3D7_1447800","PF3D7_1447800.1","12.45","9.03","23.62","55.01","84.51","66.88","68.25","39.35","0.08","0.05","0.1","0.13","0.1","0.09","0.1","1.36","10.44","8.18","21.67","50.57","77.94","62.56","64.46","34.53","0.08","0.06","0.1","0.15","0.17","0.11","0.12","1.19"
"PF3D7_1448000","PF3D7_1448000.1","20.26","62.5","93.15","93.11","76.01","58.7","29.55","10.77","0.05","0.2","0.28","0.53","0.81","0.85","0.8","1.98","16.43","55.21","84.21","84.62","69.51","54.51","27.81","9.49","0.04","0.18","0.26","0.48","0.74","0.79","0.77","1.75"
"PF3D7_1448200","PF3D7_1448200.1","0.59","0.47","0.6","0.34","0.41","0.8","0.61","2.34","0.23","0.79","0.71","1","0.6","0.71","0.52","2.07","0.52","0.44","0.54","0.33","0.41","0.77","0.6","2.04","0.21","0.7","0.64","0.93","0.57","0.68","0.53","1.85"
"PF3D7_1449300","PF3D7_1449300.1","43.41","78.7","69.42","49.68","32.22","31.73","35.27","40.44","0.05","0.05","0.05","0.17","0.19","0.5","0.52","1.08","35.27","69.62","62.85","45.21","29.55","29.61","33.26","35.54","0.07","0.08","0.04","0.2","0.17","0.46","0.53","0.98"
"PF3D7_1449500","PF3D7_1449500.1","34.04","21.83","52.86","59.98","85.54","107.15","140.87","100.69","0.26","0.18","0.41","0.12","0.14","0.12","0.38","1.78","27.63","19.43","47.93","54.52","78.36","99.58","132.58","88.18","0.21","0.16","0.41","0.15","0.2","0.11","0.4","1.56"
"PF3D7_1449700","PF3D7_1449700.1","21.19","48.39","50.99","48.65","40.91","43.02","36.61","22.25","0.16","0.08","0.03","0.21","0.05","0.05","0.07","1.65","17.22","42.73","46.09","44.24","37.49","40.03","34.43","19.45","0.13","0.07","0.08","0.21","0.04","0.07","0.11","1.48"
"PF3D7_1450500","PF3D7_1450500.1","22.29","6.36","1.57","1.43","1.73","3.69","14.46","38.96","0.07","0.1","0.32","0.43","0.28","0.53","0.17","1.56","18.38","5.82","1.63","1.41","1.75","3.67","13.9","34.3","0.06","0.1","0.29","0.44","0.26","0.56","0.19","1.41"
"PF3D7_1451000","PF3D7_1451000.1","6.05","5.24","13.56","36.41","54.2","64.13","61.8","33.49","0.04","0.12","0.45","0.92","1.6","3.44","2.49","2.03","5.03","4.66","12.28","33.17","49.53","59.63","58.18","29.31","0.03","0.1","0.48","0.87","1.46","3.32","2.34","1.9"
"PF3D7_1451100","PF3D7_1451100.1","68","287.44","644.33","774.29","782.27","787.34","612.61","219.48","1.3","1.33","1.1","0.53","0.56","0.86","0.56","2.07","55.14","253.75","582.29","703.53","715.11","730.95","575.96","191.65","1.06","1.18","1","0.51","0.51","0.79","0.53","1.81"
"PF3D7_1451300","PF3D7_1451300.1","36.26","11.86","4.42","12.45","53.26","83.7","107.43","107.29","0","0.83","0.71","0.77","0.11","0.5","0.48","3.1","29.62","10.47","4.12","11.31","48.77","77.7","100.97","93.68","0","0.73","0.64","0.7","0.1","0.46","0.56","2.71"
"PF3D7_1451700","PF3D7_1451700.1","40.06","11.04","1.47","0.33","0.58","12.66","36.21","88.25","0","0.18","0.18","0","0.43","0","0.15","1.33","32.48","9.75","1.33","0.3","0.53","11.75","34.03","77.06","0","0.16","0.17","0","0.4","0","0.14","1.17"
"PF3D7_1452200","PF3D7_1452200.1","0.53","0.97","0.69","1.63","7.32","11.95","9.61","4.81","0.18","0.06","0.06","0.11","0.15","1.09","1.67","1.07","0.43","0.85","0.62","1.48","6.78","11.09","9.08","4.2","0.14","0.27","0.11","0.1","0.27","1.01","1.57","0.94"
"PF3D7_1452800","PF3D7_1452800.1","2.05","1.36","0.89","2.18","7.22","6.33","2.77","4.62","0.6","0.12","0.26","0.11","0.5","2","2.24","3.58","1.66","1.2","0.81","1.98","6.6","5.87","2.61","4.04","0.49","0.11","0.23","0.1","0.46","1.85","2.11","3.13"
"PF3D7_1453300","PF3D7_1453300.1","4.83","10.3","17.45","14.57","18.42","37.78","33.12","35.48","0.81","0.41","0","0","0","0","0","1.54","4.24","9.09","15.77","13.23","16.83","35.42","31.13","30.98","0.65","0.36","0","0","0","0","0","1.35"
"PF3D7_1453600","PF3D7_1453600.1","0.83","1.01","5.81","9.82","15.9","23.53","9.95","4.03","0.2","0.31","0.34","0.27","0.15","0.12","0.11","1.69","0.76","0.92","5.27","8.95","14.54","21.86","9.38","3.62","0.16","0.28","0.34","0.25","0.14","0.14","0.12","1.5"
"PF3D7_1453900","PF3D7_1453900.1","35.29","73.11","89.87","71.49","68.7","53.34","27.88","26.39","0","0.1","0.03","0.12","0.03","0.12","0.14","1.2","28.69","64.65","81.22","64.99","62.83","49.54","26.23","23.1","0.03","0.09","0.03","0.11","0.07","0.11","0.13","1.05"
"PF3D7_1454000","PF3D7_1454000.1","24.65","55","88.46","83.19","77.01","77.49","63.95","36.83","0.06","0","0.06","0.17","0.05","0.11","0.16","1.16","19.98","48.6","79.98","75.72","70.37","72.03","60.11","32.26","0.05","0","0.06","0.26","0.09","0.1","0.15","1.01"
"PF3D7_1454700","PF3D7_1454700.1","33.71","68.56","161.13","154.2","188.42","270.25","360.72","185.64","0.07","0.2","0.07","0.13","0","0.12","0.35","1.77","27.34","60.51","145.58","140.06","172.19","250.88","339.19","162.15","0.11","0.24","0.06","0.34","0","0.11","0.49","1.6"
"PF3D7_1454900","PF3D7_1454900.1","28","41.73","43.98","31.61","15.64","17.85","12.74","12.64","0.2","0.41","0.21","0.19","0","0.55","1.24","2.49","22.71","36.84","39.92","28.71","14.29","16.57","11.97","11.04","0.16","0.36","0.19","0.17","0","0.51","1.33","2.17"
"PF3D7_1456400","PF3D7_1456400.1","0.7","0.28","0.13","0.23","0.15","0.73","1.46","1.96","0.03","0.03","0.06","0.06","0.08","0.17","0.11","1.72","0.57","0.25","0.2","0.24","0.16","0.73","1.42","1.74","0.02","0.03","0.06","0.05","0.09","0.16","0.15","1.56"
"PF3D7_1457500","PF3D7_1457500.1","26.72","8.61","1.64","3.37","10.81","26.55","28.66","31.04","1.48","0.68","0.47","0.49","0.31","0.34","0.26","1.77","21.67","7.6","1.48","3.06","9.87","24.65","26.94","27.1","1.2","0.6","0.42","0.51","0.34","0.32","0.25","1.54"
"PF3D7_1458100","PF3D7_1458100.1","90.39","121.46","159.97","105.06","49.83","88.95","148.27","177.66","6.31","1.07","0","0","0","1.93","3.72","10.57","73.71","107.21","145.03","95.43","45.53","82.57","139.36","155.57","5.11","0.95","0","0.45","0","1.8","3.49","9.23"
"PF3D7_1459900","PF3D7_1459900.1","60.73","12.42","2.03","0.3","0","0","0.99","56.33","0.64","0.16","0.51","1.22","0.8","1.47","0.71","2.76","49.24","10.96","1.83","0.28","0","0","0.93","49.18","0.52","0.14","0.46","1.11","0.73","1.36","0.66","2.41"
"PF3D7_1460000","PF3D7_1460000.1","8.48","1.5","0.22","0.7","1.31","1.06","0.74","3.21","0.52","0.64","0.33","0.5","0.26","0.1","0.09","1.3","6.88","1.32","0.2","0.63","1.19","0.98","0.7","2.8","0.42","0.66","0.3","0.45","0.24","0.18","0.09","1.14"
"PF3D7_1461400","PF3D7_1461400.1","341.72","114.37","19.89","9.78","5.91","12.98","33.28","160.33","1.63","4.81","5.58","7.49","5.91","7.59","3.4","3.31","277.07","101.04","17.97","8.88","5.47","12.05","31.28","140","1.4","4.25","5.04","6.81","5.4","7.05","3.19","2.89"
"PF3D7_1463600","PF3D7_1463600.1","3.18","2.03","3.36","12.11","24.46","44.24","62.23","44.16","0.4","0","0","0.38","0","0","0.35","4.19","2.58","1.79","3.04","11","22.36","41.07","58.82","38.56","0.32","0","0","0.34","0","0","0.33","3.66"
"PF3D7_1464700","PF3D7_1464700.1","95.85","62.51","49.97","66.28","58.98","53.1","63.44","83.27","0.57","0.75","0.17","0.46","0","0.37","0.21","1.63","77.71","55.17","45.22","60.2","53.96","49.29","59.63","72.78","0.46","0.66","0.15","0.42","0","0.35","0.2","1.42"
"PF3D7_1465400","PF3D7_1465400.1","469.83","638.37","585.2","467.09","220.18","141.04","105.78","119.43","1.7","4.53","8.64","13.3","5.67","4.7","3.92","3.92","380.95","563.47","528.72","424.27","201.21","130.93","99.42","104.28","1.38","4","7.81","12.08","5.44","4.36","3.68","3.42"
"PF3D7_1466400","PF3D7_1466400.1","68.64","122.24","101.41","105.2","63.64","53.01","61.92","44.1","0.46","0.74","0.24","0.07","0.1","0.18","0.2","2.08","55.65","107.97","91.66","95.55","58.19","49.21","58.2","38.54","0.37","0.65","0.25","0.1","0.09","0.23","0.22","1.82"
"PF3D7_1466600","PF3D7_1466600.1","7.83","21.33","22.04","30.78","28.17","13.6","5.37","4.23","0.22","0.23","0.23","0.32","0.55","0.51","0.2","1.48","6.44","18.83","19.91","27.96","25.74","12.63","5.04","3.69","0.18","0.2","0.21","0.29","0.5","0.47","0.18","1.29"
"PF3D7_1466700","PF3D7_1466700.1","14.3","45.98","61.54","76.09","66.76","57.99","29.1","8.08","0.69","0.53","0","0.66","0.43","0","0","2.64","11.59","40.58","55.6","69.11","61.01","53.84","27.35","7.2","0.56","0.47","0","0.6","0.39","0","0","2.3"
"PF3D7_1468300","PF3D7_1468300.1","2.6","2.28","1.57","3.66","4.23","4.34","1.21","7.36","3.6","1.4","0","0.35","0","0.11","0.11","1.78","2.21","2.02","1.42","3.43","3.86","4.02","1.24","6.43","2.92","1.23","0","0.32","0","0.11","0.1","1.56"
"PF3D7_1470100","PF3D7_1470100.1","1.86","1.07","4.77","14.72","28.36","36.67","30.07","15.22","2.17","6.41","7.41","7.2","6.65","5.26","2.28","2.41","1.55","0.96","4.33","13.39","25.95","34.07","28.27","13.32","1.8","5.72","6.87","6.71","6.29","5.04","2.3","2.17"
"PF3D7_1471100","PF3D7_1471100.1","1003.23","929.92","635.29","1707.71","3661.09","3131.42","1810.64","351.48","0.43","0.99","0.34","0.51","1.34","2.97","1.24","2.06","813.78","821.3","574.18","1551.61","3345.92","2907.35","1702.03","307","0.44","0.87","0.31","0.56","1.23","2.76","1.16","1.8"
"PF3D7_1473500","PF3D7_1473500.1","7.25","31.15","54.83","57.16","47.19","45.78","29.13","15.02","0.05","0.14","0.05","0.04","0.15","0.04","0.08","1.41","5.95","27.57","49.58","52.08","43.12","42.5","27.41","13.12","0.04","0.17","0.04","0.04","0.14","0.04","0.08","1.23"
