Gene ID;source_id;antisense - 40-5 hours post-invasion - unique only;antisense - 2-10 hours post-invasion - unique only;antisense - 7-15 hours post-invasion - unique only;antisense - 12-20 hours post-invasion - unique only;antisense - 17-25 hours post-invasion - unique only;antisense - 22-30 hours post-invasion - unique only;antisense - 27-35 hours post-invasion - unique only;antisense - 32-40 hours post-invasion - unique only;sense - 40-5 hours post-invasion - unique only;sense - 2-10 hours post-invasion - unique only;sense - 7-15 hours post-invasion - unique only;sense - 12-20 hours post-invasion - unique only;sense - 17-25 hours post-invasion - unique only;sense - 22-30 hours post-invasion - unique only;sense - 27-35 hours post-invasion - unique only;sense - 32-40 hours post-invasion - unique only;antisense - 40-5 hours post-invasion;antisense - 2-10 hours post-invasion;antisense - 7-15 hours post-invasion;antisense - 12-20 hours post-invasion;antisense - 17-25 hours post-invasion;antisense - 22-30 hours post-invasion;antisense - 27-35 hours post-invasion;antisense - 32-40 hours post-invasion;sense - 40-5 hours post-invasion;sense - 2-10 hours post-invasion;sense - 7-15 hours post-invasion;sense - 12-20 hours post-invasion;sense - 17-25 hours post-invasion;sense - 22-30 hours post-invasion;sense - 27-35 hours post-invasion;sense - 32-40 hours post-invasion;scaled  antisense - 40-5 hours post-invasion - unique only;scaled  antisense - 2-10 hours post-invasion - unique only;scaled  antisense - 7-15 hours post-invasion - unique only;scaled  antisense - 12-20 hours post-invasion - unique only;scaled  antisense - 17-25 hours post-invasion - unique only;scaled  antisense - 22-30 hours post-invasion - unique only;scaled  antisense - 27-35 hours post-invasion - unique only;scaled  antisense - 32-40 hours post-invasion - unique only;scaled  sense - 40-5 hours post-invasion - unique only;scaled  sense - 2-10 hours post-invasion - unique only;scaled  sense - 7-15 hours post-invasion - unique only;scaled  sense - 12-20 hours post-invasion - unique only;scaled  sense - 17-25 hours post-invasion - unique only;scaled  sense - 22-30 hours post-invasion - unique only;scaled  sense - 27-35 hours post-invasion - unique only;scaled  sense - 32-40 hours post-invasion - unique only
PF3D7_0619700;PF3D7_0619700.1;0.12;0.06;0.03;0.18;1.52;1.37;2.06;1.76;20.48;3.31;2.2;1.75;3.12;4.67;18.05;96.44;0.1;0.05;0.06;0.16;1.42;1.25;1.91;1.6;17.24;3.07;2.1;1.66;2.97;4.51;16.77;87.36;0.16;0.06;0.04;0.23;5.94;7.75;21.67;21.1;28.2;3.31;2.51;2.23;12.16;26.41;189.92;1159.21
PF3D7_0619900;PF3D7_0619900.1;0;0.16;0.09;0.18;0.28;0;0.13;0.15;28.77;30.63;39.79;29.04;42.98;38.25;35.91;50.53;0.13;0.22;0.08;0.16;0.26;0.17;0.18;0.46;24.08;27.7;36.23;26.17;39.27;34.84;32.96;45.65;0;0.16;0.11;0.23;1.1;0;1.38;1.84;39.62;30.63;45.36;36.89;167.61;216.31;377.81;607.37
PF3D7_0621100;PF3D7_0621100.1;0.01;0.01;0;0.02;0.06;0.03;0.02;0.12;65.76;7.89;3.15;2.07;1.62;2.28;8.02;49.98;0.02;0.01;0;0.02;0.06;0.04;0.02;0.12;55.07;7.11;2.89;1.87;1.5;2.1;7.36;45.18;0.02;0.01;0;0.03;0.25;0.19;0.24;1.49;90.55;7.89;3.6;2.62;6.32;12.92;84.33;600.78
PF3D7_0621900;PF3D7_0621900.1;0.29;0.41;0.31;0.34;0.68;0.34;0.3;0.12;49.91;96.42;126.99;102.17;118.13;106.92;129.6;120.17;0.24;0.37;0.28;0.31;0.62;0.31;0.27;0.11;42.83;89.05;120.19;94.38;110.47;98.95;122.81;113.37;0.39;0.41;0.35;0.44;2.65;1.94;3.12;1.48;68.73;96.42;144.77;129.76;460.69;604.61;1363.5;1444.44
PF3D7_0622000;PF3D7_0622000.1;0.35;0.71;0.51;0.13;0.1;0;0.07;0.17;7.05;5.77;6.04;6.87;9.38;10.45;13.7;12.3;0.29;0.64;0.47;0.12;0.09;0.19;0.07;0.2;5.9;5.2;5.5;6.25;8.57;9.52;12.58;11.27;0.48;0.71;0.58;0.17;0.4;0;0.76;2.03;9.71;5.77;6.89;8.73;36.59;59.11;144.17;147.9
PF3D7_0622300;PF3D7_0622300.1;0.07;0.05;0.03;0.02;0.21;0.24;0.35;0.32;1.62;2.72;4.07;3.98;8.39;13.15;16.82;8.2;0.11;0.08;0.12;0.05;0.22;0.27;0.42;0.31;1.39;2.47;3.78;3.63;8.05;12.19;15.59;7.66;0.09;0.05;0.03;0.02;0.82;1.36;3.68;3.79;2.23;2.72;4.64;5.05;32.72;74.34;176.91;98.54
PF3D7_0624100;PF3D7_0624100.1;7.07;1.8;0.4;3.09;8.53;16.15;21.38;24.07;3.87;1.66;1.04;0.93;1.61;10.2;26.28;37.13;5.91;1.62;0.36;2.83;7.79;14.71;19.63;21.74;3.24;1.56;0.95;0.93;1.62;9.51;24.17;33.66;9.73;1.8;0.46;3.93;33.25;91.32;224.97;289.28;5.33;1.66;1.18;1.18;6.27;57.65;276.48;446.31
PF3D7_0624200;PF3D7_0624200.1;1.9;0.5;0.57;0.21;0.9;2.93;9.66;10.6;23.81;4.92;3.57;8.43;37.82;55.67;80.09;123.66;1.59;0.45;0.52;0.19;0.82;2.67;8.87;9.64;20.06;4.44;3.31;7.75;34.61;50.7;73.6;111.87;2.61;0.5;0.65;0.26;3.51;16.57;101.61;127.45;32.78;4.92;4.07;10.71;147.48;314.78;842.61;1486.47
PF3D7_1019600;PF3D7_1019600.1;0.12;0;0.02;0.05;0.05;0.13;0.28;0.44;21.89;3.08;1.17;0.52;0.65;2.83;8.51;46.29;0.1;0;0.02;0.06;0.08;0.13;0.26;0.42;18.46;2.9;1.15;0.6;0.66;2.61;8.12;42.18;0.17;0;0.02;0.06;0.21;0.73;2.94;5.35;30.14;3.08;1.33;0.66;2.55;16.01;89.55;556.4
PF3D7_1020900;PF3D7_1020900.1;0.31;0.21;0.36;0.08;0.24;0.37;0.08;0.2;238.97;201.51;219.38;328.35;316.58;451.33;567.75;1110.54;0.26;0.19;0.33;0.14;0.22;0.45;0.08;0.24;199.99;181.89;199.98;296.13;289.61;412.28;522;1003.94;0.42;0.21;0.41;0.1;0.94;2.08;0.89;2.37;329.07;201.51;250.09;417.01;1234.65;2552.15;5972.95;13348.98
PF3D7_1021000;PF3D7_1021000.1;0.1;0.16;0.74;0.08;0.06;0.19;0.48;0.57;7.44;3.37;2.34;1.11;12.22;40.82;75.08;80.43;0.09;0.14;0.73;0.07;0.06;0.17;0.44;0.52;6.23;3.04;2.13;1.04;11.22;37.18;68.92;72.68;0.14;0.16;0.84;0.1;0.24;1.07;5.02;6.91;10.24;3.37;2.67;1.41;47.66;230.84;789.85;966.73
PF3D7_1023300;PF3D7_1023300.1;0.46;0.71;1.09;0.18;1.92;0.56;2.69;5.98;8.58;2.13;2.45;1.76;14.55;38.97;93.71;69.26;0.39;0.64;0.99;0.16;1.76;0.51;2.47;5.41;8.15;1.92;2.23;1.58;13.29;35.49;86.02;63.11;0.64;0.71;1.24;0.22;7.49;3.15;28.28;71.93;11.81;2.13;2.8;2.23;56.73;220.35;985.9;832.54
PF3D7_1025300;PF3D7_1025300.1;0.2;0;0;0.08;0;0.02;0.17;0.22;1.21;0.1;0.43;4.25;13.99;18.89;26.18;20.65;0.17;0.04;0.02;0.07;0;0.02;0.15;0.22;1.08;0.09;0.49;3.87;12.83;17.25;24.2;18.74;0.28;0;0;0.1;0;0.14;1.75;2.65;1.66;0.1;0.48;5.4;54.55;106.81;275.44;248.27
PF3D7_1315400;PF3D7_1315400.1;0.35;0.09;0.05;0.17;0.05;0.05;0.07;0.26;229.76;184.19;254.09;220.08;339.82;265.61;266.14;251.09;0.3;0.08;0.14;0.15;0.05;0.05;0.07;0.26;192.44;166.08;231.61;198.32;310.75;241.91;244.36;226.85;0.49;0.09;0.06;0.21;0.2;0.3;0.77;3.08;316.39;184.19;289.67;279.5;1325.3;1501.96;2799.93;3018.15
PF3D7_1315700;PF3D7_1315700.1;0;0.12;0;0.04;0.07;0;0.15;0;9.3;25.36;72.16;80.52;86.93;65.26;49.63;47.15;0;0.11;0;0.04;0.06;0;0.13;0;7.83;22.87;65.71;72.63;79.5;59.62;45.55;42.83;0;0.12;0;0.06;0.27;0;1.53;0;12.81;25.36;82.26;102.26;339.03;369;522.09;566.79
PF3D7_1476400;PF3D7_1476400.1;0.03;0;0;0.02;0.25;0.25;0.25;0.12;6.21;27.64;33.97;19.08;12.03;13.24;13.27;7.08;0.02;0;0;0.02;0.23;0.23;0.23;0.1;5.22;24.95;30.93;17.21;11.06;12.12;12.25;6.41;0.04;0;0;0.03;0.96;1.41;2.59;1.38;8.55;27.64;38.72;24.23;46.93;74.86;139.61;85.07
PF3D7_1476600;PF3D7_1476600.1;0.1;0.04;0.02;0;0.07;0.14;0.03;0.06;6.89;25.74;36.4;51.44;66.45;57.13;38.94;25.89;0.08;0.04;0.04;0;0.06;0.15;0.03;0.07;5.83;23.23;33.29;46.62;60.78;52.18;35.82;23.4;0.13;0.04;0.03;0;0.27;0.79;0.34;0.75;9.48;25.74;41.5;65.33;259.14;323.08;409.64;311.18
PF3D7_1478200;PF3D7_1478200.1;0.08;0;0;0.06;0;0;0;0.11;0;0;0;0;0;0;0;0;0.14;0;0.09;0.06;0;0;0.06;0.1;0;0;0;0;0;0;0;0;0.11;0;0;0.08;0;0;0;1.28;0;0;0;0;0;0;0;0
PF3D7_API03700;PF3D7_API03700.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PF3D7_API04200;PF3D7_API04200.1;0;0;0;0;0;0;0;0;0;0.06;0;0;0;0.05;0.03;0.14;0.03;0;0.04;0;0;0;0.01;0;0;0.05;0.04;0;0;0.04;0.03;0.16;0;0;0;0;0;0;0;0;0;0.06;0;0;0;0.26;0.34;1.65
PF3D7_0108900;PF3D7_0108900.1;0.46;0.57;0.22;0.42;0;0;0;0.3;274.4;48.14;18.1;4.08;2.74;3.9;2.53;9.33;0.39;0.51;0.3;0.38;0;0;0.07;0.27;230.89;43.83;16.98;4.31;2.71;4.16;3.03;9.95;0.64;0.57;0.25;0.54;0;0;0;3.6;377.87;48.14;20.63;5.18;10.7;22.03;26.67;112.2
PF3D7_0112100;PF3D7_0112100.1;0;0;0;0;0;0;0;0;0.68;3;4.12;1.89;0.8;0.27;0.19;0.07;0;0;0;0;0;0;0;0;0.57;2.7;3.75;1.7;0.73;0.25;0.17;0.07;0;0;0;0;0;0;0;0;0.93;3;4.7;2.4;3.13;1.54;1.97;0.88
PF3D7_0114100;PF3D7_0114100.1;0;0;0.09;0.06;0;0;0;0.05;0.24;0.25;0.19;0.06;0.29;1.06;0.4;0.52;1.01;0.96;0.6;0.39;0.17;0;0;0.33;0.67;0.96;4.4;8.54;12.65;11.02;2.39;2.35;0;0;0.11;0.08;0;0;0;0.63;0.33;0.25;0.22;0.08;1.12;6.02;4.22;6.25
PF3D7_0115150;PF3D7_0115150.1;0;0;0;0;0.11;0.11;0.08;0;0;0;0;0;0;0;0;0;0;0.08;0.39;0;0.1;0.1;0.21;0.11;0;0.25;0.49;0.5;0.1;0.1;0;0.05;0;0;0;0;0.42;0.62;0.8;0;0;0;0;0;0;0;0;0
PF3D7_0626000;PF3D7_0626000.1;0;0.02;0.06;0.06;0.01;0.01;0.02;0.1;5.41;15.17;34.81;33.35;35.46;23.49;25.7;18.56;0;0.02;0.06;0.06;0.01;0.01;0.02;0.09;4.6;13.75;31.93;30.18;32.46;21.58;23.67;16.95;0;0.02;0.07;0.08;0.05;0.07;0.18;1.15;7.45;15.17;39.69;42.36;138.28;132.81;270.39;223.09
PF3D7_0626400;PF3D7_0626400.1;0.05;0.02;0;0.02;0.02;0;0.04;0.01;19.65;3.31;1.43;0.9;0.74;4.55;20.3;40.62;0.07;0.03;0.07;0.07;0.12;0.07;0.06;0.1;19.43;3.29;1.76;1.06;0.9;5.75;21.65;42.36;0.07;0.02;0;0.03;0.07;0;0.42;0.12;27.06;3.31;1.63;1.14;2.88;25.73;213.59;488.23
PF3D7_0626800;PF3D7_0626800.1;0.14;0.11;0.17;0.19;0.39;0.57;0.63;0.51;261.47;1258.45;1417.9;1987.95;2248.14;3500.44;3474.78;1873.04;0.12;0.1;0.16;0.17;0.35;0.51;0.63;0.49;218.91;1135.23;1291.29;1791.47;2055.23;3188.94;3190.76;1692.41;0.2;0.11;0.19;0.24;1.51;3.2;6.63;6.18;360.06;1258.45;1616.41;2524.69;8767.73;19793.83;36556.2;22514.5
PF3D7_0627900;PF3D7_0627900.1;0.06;0;0;0;0;0;0.16;0.12;23.37;23.19;21.58;19.85;32.94;32.79;35.99;33.2;0.05;0;0;0;0;0;0.14;0.11;19.56;20.91;19.65;17.93;30.1;29.93;33.03;30.1;0.09;0;0;0;0;0;1.66;1.48;32.19;23.19;24.6;25.21;128.45;185.42;378.6;399.04
PF3D7_0628000;PF3D7_0628000.1;0.43;0.22;0;0;0;0;0.09;0.28;4.37;1.09;1.25;1.46;11.11;30.2;17.13;7.22;0.36;0.2;0;0;0;0;0.08;0.31;3.66;0.98;1.14;1.31;10.15;27.51;15.72;6.52;0.59;0.22;0;0;0;0;0.93;3.31;6.02;1.09;1.43;1.85;43.31;170.78;180.2;86.81
PF3D7_0629400;PF3D7_0629400.1;0.02;0;0.03;0;0.06;0.06;0.06;0.06;3.68;2.2;1.59;3.77;51.37;86.5;90.39;51.44;0.02;0;0.03;0;0.05;0.05;0.09;0.06;3.18;2.03;1.45;3.43;46.99;78.81;83.13;46.65;0.03;0;0.03;0;0.22;0.32;0.62;0.74;5.07;2.2;1.81;4.78;200.33;489.14;950.91;618.32
PF3D7_0629600;PF3D7_0629600.1;0.21;0.22;0.25;0;0.08;0.34;0.59;0.78;25.75;26.26;37.91;28.2;38.59;24.41;21.33;8.1;0.42;0.39;0.38;0.05;0.08;0.31;0.71;0.83;21.61;23.75;34.52;25.45;35.34;22.23;19.74;7.36;0.29;0.22;0.29;0;0.33;1.94;6.22;9.41;35.46;26.26;43.22;35.81;150.52;138.02;224.41;97.38
PF3D7_0629700;PF3D7_0629700.1;0.01;0.04;0.07;0.02;0.05;0.05;0.05;0.07;29.15;47.92;61.92;46.1;54.68;51.85;77.4;93.49;0.01;0.03;0.07;0.03;0.06;0.05;0.05;0.09;24.51;43.46;56.67;41.71;50.3;47.43;71.4;84.83;0.02;0.04;0.08;0.03;0.18;0.28;0.53;0.89;40.14;47.92;70.59;58.54;213.25;293.19;814.29;1123.74
PF3D7_0630100;PF3D7_0630100.1;0;0;0;0;0;0;0;0.05;22.13;5.75;5.44;4.9;11.43;6.9;4.85;3.6;0;0.05;0;0.04;0;0;0;0.05;18.66;5.33;5.07;4.49;10.59;6.46;4.74;3.4;0;0;0;0;0;0;0;0.64;30.47;5.75;6.2;6.22;44.59;39;51.01;43.28
PF3D7_0630500;PF3D7_0630500.1;0.04;0.08;0;0;0;0;0;0.1;5.95;19.56;39.94;33.19;60.94;48.95;32.02;9.43;0.03;0.07;0.04;0;0;0;0;0.09;4.98;18.01;36.53;30.18;56.45;45.36;30.27;8.75;0.05;0.08;0;0;0;0;0;1.15;8.19;19.56;45.53;42.15;237.68;276.81;336.85;113.29
PF3D7_0632300;PF3D7_0632300.1;0;0.47;0.3;0.2;0.18;0.06;0;0;0.05;0;0;0;0;0;0;0;0.09;0.52;0.33;0.35;0.28;0.06;0;0.03;0.09;0;0.06;0;0;0;0;0;0;0.47;0.35;0.25;0.71;0.35;0;0;0.07;0;0;0;0;0;0;0
PF3D7_0632500;PF3D7_0632500.1;0.02;0.02;0;0.04;0.04;0.05;0.08;0.18;0.23;0.41;0.61;0.81;0.64;0.93;0.54;0.68;0.04;0.04;0.01;0.06;0.08;0.05;0.09;0.21;7.16;3.17;1.44;1.93;4.7;4.92;3.25;6.18;0.03;0.02;0;0.05;0.17;0.25;0.86;2.15;0.32;0.41;0.7;1.03;2.51;5.28;5.64;8.18
PF3D7_1027500;PF3D7_1027500.1;2.79;1.3;0.3;3.47;9.93;7.32;11.57;34.1;1.02;4.15;10.75;10.99;15.34;25.01;24.83;9.67;2.34;1.17;0.27;3.13;9.07;6.67;10.62;30.95;0.85;3.74;9.79;9.9;14.02;22.78;22.79;8.74;3.85;1.3;0.34;4.41;38.71;41.4;121.77;409.88;1.4;4.15;12.26;13.95;59.83;141.44;261.25;116.26
PF3D7_1031000;PF3D7_1031000.1;8.42;1.47;0.5;0.65;0.6;0.92;0.78;6.15;6.64;7.11;14;8.07;9.87;5.82;4.44;4.61;7.05;1.33;0.46;0.58;0.55;0.84;0.71;5.6;5.55;6.42;12.75;7.27;9.02;5.3;4.08;4.17;11.6;1.47;0.57;0.82;2.36;5.2;8.16;73.91;9.14;7.11;15.96;10.25;38.5;32.92;46.71;55.43
PF3D7_1031700;PF3D7_1031700.1;0.32;0.16;0.56;0;0;0.19;0;0.41;111.12;37.34;19.57;16.24;35.09;74.79;85.09;180.64;0.27;0.15;0.51;0;0.17;0.17;0;0.37;93;33.67;17.82;14.63;32.07;68.29;78.1;163.18;0.44;0.16;0.64;0;0;1.08;0;4.92;153.02;37.34;22.31;20.62;136.87;422.94;895.14;2171.3
PF3D7_1033400;PF3D7_1033400.1;0.06;0.46;0.91;0.44;0.46;0.23;0.74;0.62;46.14;290.26;522.29;669.72;970.24;873.34;502.88;181.5;0.05;0.41;0.89;0.39;0.49;0.21;0.73;0.56;38.67;262.02;475.66;603.51;886.56;795.48;461.8;164.07;0.09;0.46;1.03;0.56;1.78;1.31;7.83;7.47;63.54;290.26;595.41;850.55;3783.94;4938.47;5290.5;2181.67
PF3D7_1319100;PF3D7_1319100.1;0.53;0.38;0.3;0.23;0.71;0.47;0.29;0.42;40.19;64.22;86.09;35.35;18.95;16.92;21.84;28.04;0.62;0.57;0.42;0.3;0.72;0.55;0.44;0.66;34.48;59.61;80.19;33.7;18.82;17.13;22.13;27.01;0.73;0.38;0.34;0.29;2.77;2.66;3.02;5.01;55.34;64.22;98.14;44.9;73.92;95.69;229.77;337.09
PF3D7_1322700;PF3D7_1322700.1;0;0;0;0;0;0;0;0.04;1.51;0.65;0.82;0.49;0.89;7.05;14.83;9.75;0;0;0;0;0;0;0;0.03;1.27;0.75;0.75;0.44;0.88;6.55;13.62;8.81;0;0;0;0;0;0;0;0.45;2.08;0.65;0.94;0.62;3.49;39.87;156.05;117.25
PF3D7_1323700;PF3D7_1323700.1;10.01;7.9;2.15;2.04;0.43;0.15;0.35;0.59;1260.16;185.91;43.61;15.74;8.09;17.51;86.67;1168.71;8.37;7.13;1.96;1.84;0.4;0.13;0.32;0.53;1054.93;167.63;39.71;14.26;7.39;15.94;79.55;1056.42;13.78;7.9;2.45;2.59;1.69;0.83;3.72;7.1;1735.3;185.91;49.72;19.99;31.55;98.99;911.79;14048.27
PF3D7_1325700;PF3D7_1325700.1;3.25;0.95;0.27;0.35;0.82;2.23;4.99;19.75;2.32;0.95;1.09;1.23;27.17;33.4;54.35;52.81;2.72;0.85;0.25;0.48;0.75;2.03;4.58;17.84;1.94;1.07;0.99;1.11;24.83;30.42;50.06;47.97;4.47;0.95;0.31;0.45;3.21;12.59;52.53;237.36;3.19;0.95;1.24;1.56;105.97;188.87;571.74;634.75
PF3D7_1326300;PF3D7_1326300.1;0;0;0;0;0.04;0;0.03;0.02;54.87;174.2;191.38;185.64;191.51;185.85;203.76;167.18;0;0;0;0;0.04;0;0.03;0.02;46.07;157.57;175.02;167.77;175.94;169.65;188.21;152.01;0;0;0;0;0.16;0;0.31;0.27;75.56;174.2;218.17;235.77;746.87;1050.94;2143.65;2009.57
PF3D7_0201800;PF3D7_0201800.1;0.4;0.81;1.34;0.13;0.16;0;0;0.06;55.29;319.75;451.73;371.32;257.25;144.1;47.54;11.91;0.33;0.73;1.22;0.12;0.14;0;0;0.05;46.53;289.01;412;335.55;236.63;133.02;44.98;11.17;0.54;0.81;1.53;0.17;0.61;0;0;0.68;76.14;319.75;514.97;471.58;1003.27;814.85;500.19;143.17
PF3D7_0205700;PF3D7_0205700.1;2.74;0.25;0.78;1.51;4.73;3.99;14.6;39.55;52.81;109.24;137.78;98.06;82.91;33.85;27.14;36.01;2.3;0.23;0.71;1.48;4.32;3.64;13.47;35.73;44.34;98.74;125.55;88.41;75.76;30.83;24.92;32.53;3.78;0.25;0.89;1.92;18.43;22.59;153.65;475.42;72.73;109.24;157.07;124.53;323.34;191.41;285.56;432.85
PF3D7_0205700;PF3D7_0205700.2;2.74;0.25;0.78;1.51;4.73;3.99;14.6;39.55;52.81;109.24;137.78;98.06;82.91;33.85;27.14;36.01;2.3;0.23;0.71;1.48;4.32;3.64;13.47;35.73;44.34;98.74;125.55;88.41;75.76;30.83;24.92;32.53;3.78;0.25;0.89;1.92;18.43;22.59;153.65;475.42;72.73;109.24;157.07;124.53;323.34;191.41;285.56;432.85
PF3D7_0209400;PF3D7_0209400.1;0.25;0.21;0.19;0.34;1.9;2.17;1.77;1.35;2.34;7.93;17.74;14.23;22.15;33.13;51.95;43.81;0.21;0.19;0.22;0.34;1.74;1.98;1.66;1.22;1.96;7.15;16.2;12.82;20.24;30.17;47.75;39.6;0.34;0.21;0.22;0.44;7.41;12.28;18.64;16.27;3.23;7.93;20.23;18.07;86.39;187.33;546.51;526.61
PF3D7_0701100;PF3D7_0701100.1;2.59;4.01;1.52;2.43;2;0.2;0.14;0.36;0.34;0.46;0.53;0.3;0.27;0.07;0;0.29;2.45;4.29;1.87;2.8;2.19;0.43;0.26;0.39;0.52;0.72;0.72;0.46;0.67;0.12;0.09;1.44;3.56;4.01;1.73;3.09;7.79;1.14;1.47;4.36;0.46;0.46;0.6;0.38;1.04;0.38;0;3.49
PF3D7_0702100;PF3D7_0702100.1;0.41;0.84;0.45;0.15;0.33;0;0.11;0.11;394.62;233.13;59.67;10.91;3.17;2.68;1.3;1.87;0.39;0.79;0.44;0.17;0.36;0.06;0.17;0.13;330.56;210.35;54.58;9.83;2.96;2.44;1.28;1.71;0.57;0.84;0.52;0.19;1.27;0;1.2;1.28;543.41;233.13;68.03;13.85;12.36;15.18;13.71;22.48
PF3D7_0702800;PF3D7_0702800.1;0.66;0;0;0.5;0;0.8;0;0;3.31;0.68;0.78;0;0;0.8;0.55;0.43;0.55;0;0;0.45;0;0.72;0;0;2.77;0.61;0.71;0;0;0.72;0.5;0.39;0.91;0;0;0.64;0;4.5;0;0;4.56;0.68;0.89;0;0;4.5;5.77;5.14
PF3D7_0703400;PF3D7_0703400.1;0.02;0;0;0.03;0;0.05;0;0.04;1.04;1.8;2.55;4.23;6.95;14.4;18.23;11.69;0.02;0.02;0;0.03;0.02;0.05;0.02;0.04;0.98;1.62;2.37;3.89;6.5;13.19;16.83;10.61;0.03;0;0;0.04;0;0.31;0;0.53;1.43;1.8;2.91;5.38;27.12;81.44;191.74;140.52
PF3D7_0705600;PF3D7_0705600.1;0.36;0.48;0.62;0.41;0.37;0.1;0.38;0.64;0.61;1.45;1.19;2.11;8.1;18.02;19.61;8.96;0.3;0.44;0.56;0.37;0.34;0.09;0.35;0.58;0.63;1.34;1.16;1.91;7.4;16.5;18.06;8.17;0.5;0.48;0.7;0.52;1.44;0.56;3.99;7.74;0.83;1.45;1.36;2.68;31.59;101.91;206.27;107.67
PF3D7_0707400;PF3D7_0707400.1;1.42;1.05;0.79;0.34;0.3;0.37;0.12;0.11;6.48;8.26;20.46;47.89;91.3;98.36;74.64;31.34;1.19;1;0.72;0.31;0.27;0.43;0.13;0.15;5.59;7.45;18.63;43.15;83.52;89.61;68.53;28.4;1.96;1.05;0.9;0.43;1.16;2.09;1.22;1.3;8.92;8.26;23.32;60.82;356.08;556.18;785.24;376.74
PF3D7_0707900;PF3D7_0707900.1;0;0.07;0.08;0.05;0.17;0;0.41;0.18;47.94;84.24;119.68;91.73;118.06;103.2;89.22;66.56;0;0.07;0.08;0.1;0.23;0;0.43;0.33;40.12;76.03;109.06;82.7;107.88;93.99;81.95;60.21;0;0.07;0.1;0.07;0.66;0;4.35;2.21;66.01;84.24;136.44;116.5;460.45;583.56;938.66;800.04
PF3D7_0708400;PF3D7_0708400.1;1.12;1.95;1.4;1.77;8.09;4.18;13.61;12.8;1551.61;2643.26;2788.34;2671.16;7114.15;8855.86;6007.91;2292.72;0.94;1.76;1.3;1.65;7.61;4.02;12.91;11.8;1301.25;2388.87;2545.27;2414.28;6519.18;8087.78;5528.32;2076.5;1.54;1.95;1.6;2.25;31.57;23.63;143.21;153.88;2136.64;2643.26;3178.71;3392.37;27745.19;50077.03;63205.93;27559.2
PF3D7_0708600;PF3D7_0708600.1;0.07;0.3;0.43;0.28;0;0.09;0.3;0.28;0.73;0.15;0.09;0.06;0.95;1.32;0.85;1.47;0.06;0.27;0.39;0.25;0;0.08;0.28;0.26;0.61;0.13;0.08;0.05;0.87;1.2;0.78;1.32;0.1;0.3;0.49;0.35;0;0.5;3.19;3.41;1.01;0.15;0.1;0.07;3.72;7.47;8.94;17.63
PF3D7_1037000;PF3D7_1037000.1;0.07;0.03;0.1;0.07;0.13;0.08;0.19;0.32;3.01;1.63;1.24;0.73;3.96;17.14;35.2;30.67;0.15;0.09;0.12;0.08;0.12;0.07;0.23;0.36;2.6;1.49;1.19;0.71;3.67;16.05;32.79;28.22;0.1;0.03;0.11;0.09;0.5;0.45;2.03;3.88;4.15;1.63;1.42;0.93;15.46;96.91;370.27;368.64
PF3D7_1038700;PF3D7_1038700.1;0.05;0;0.06;0;0;0;0;0.1;1.49;2.57;2.9;3.27;5.23;10.42;13.15;6.5;0.13;0;0.06;0;0;0;0;0.09;1.29;2.36;2.7;2.95;4.78;9.55;12.11;5.87;0.07;0;0.07;0;0;0;0;1.2;2.05;2.57;3.31;4.16;20.4;58.95;138.34;78.1
PF3D7_1039000;PF3D7_1039000.1;0.08;0.06;0.14;0.17;0.17;0.1;0.02;0.03;18.18;86.17;191.46;194.89;353.51;227.15;39.11;6.22;0.24;0.17;0.24;0.26;0.35;0.29;0.22;0.26;15.34;77.74;174.43;175.72;323.09;206.93;35.93;5.69;0.11;0.06;0.16;0.22;0.66;0.55;0.18;0.31;25.04;86.17;218.26;247.51;1378.69;1284.47;411.48;74.76
PF3D7_1041100;PF3D7_1041100.1;0.06;0.23;0.26;0.08;0.2;0;0;0.21;0;0;0;0;0;0;0;0;0.05;0.41;0.3;0.08;0.18;0;0;0.23;0;0;0.06;0;0;0;0;0.1;0.08;0.23;0.3;0.11;0.77;0;0;2.58;0;0;0;0;0;0;0;0
PF3D7_1100800;PF3D7_1100800.1;0;0;0.09;0.06;0;0;0;0.05;0;0;0;0;0.19;0.58;0;0.05;0;0.07;0.09;0.05;0;0;0.06;0.19;0;0.07;0.17;0;0.95;1.22;0.06;0.14;0;0;0.11;0.08;0;0;0;0.62;0;0;0;0;0.74;3.26;0;0.62
PF3D7_1102700;PF3D7_1102700.1;2.42;8.63;8.06;2.14;0;0.97;1.17;0.65;5989.47;4501.96;2019.43;1792.71;580.69;261.39;96.69;27.32;2.36;7.97;7.34;1.93;0;0.88;1.07;0.59;5012.93;4061.91;1840.39;1615.78;530.61;238.07;88.75;24.68;3.33;8.63;9.19;2.72;0;5.47;12.3;7.82;8247.79;4501.96;2302.15;2276.74;2264.68;1478.1;1017.17;328.36
PF3D7_1327700;PF3D7_1327700.1;0.14;0;0.08;0;0;0;0;0;11.46;53.27;83.38;47.7;47.06;47.15;45.64;22.48;0.11;0;0.15;0;0;0;0;0.04;9.59;48.09;75.99;42.98;43;43.02;41.99;20.39;0.19;0;0.09;0;0;0;0;0;15.77;53.27;95.05;60.58;183.55;266.64;480.12;270.25
