Gene ID;source_id;antisense - 40-5 hours post-invasion - unique only;antisense - 2-10 hours post-invasion - unique only;antisense - 7-15 hours post-invasion - unique only;antisense - 12-20 hours post-invasion - unique only;antisense - 17-25 hours post-invasion - unique only;antisense - 22-30 hours post-invasion - unique only;antisense - 27-35 hours post-invasion - unique only;antisense - 32-40 hours post-invasion - unique only;sense - 40-5 hours post-invasion - unique only;sense - 2-10 hours post-invasion - unique only;sense - 7-15 hours post-invasion - unique only;sense - 12-20 hours post-invasion - unique only;sense - 17-25 hours post-invasion - unique only;sense - 22-30 hours post-invasion - unique only;sense - 27-35 hours post-invasion - unique only;sense - 32-40 hours post-invasion - unique only;antisense - 40-5 hours post-invasion;antisense - 2-10 hours post-invasion;antisense - 7-15 hours post-invasion;antisense - 12-20 hours post-invasion;antisense - 17-25 hours post-invasion;antisense - 22-30 hours post-invasion;antisense - 27-35 hours post-invasion;antisense - 32-40 hours post-invasion;sense - 40-5 hours post-invasion;sense - 2-10 hours post-invasion;sense - 7-15 hours post-invasion;sense - 12-20 hours post-invasion;sense - 17-25 hours post-invasion;sense - 22-30 hours post-invasion;sense - 27-35 hours post-invasion;sense - 32-40 hours post-invasion;scaled  antisense - 40-5 hours post-invasion - unique only;scaled  antisense - 2-10 hours post-invasion - unique only;scaled  antisense - 7-15 hours post-invasion - unique only;scaled  antisense - 12-20 hours post-invasion - unique only;scaled  antisense - 17-25 hours post-invasion - unique only;scaled  antisense - 22-30 hours post-invasion - unique only;scaled  antisense - 27-35 hours post-invasion - unique only;scaled  antisense - 32-40 hours post-invasion - unique only;scaled  sense - 40-5 hours post-invasion - unique only;scaled  sense - 2-10 hours post-invasion - unique only;scaled  sense - 7-15 hours post-invasion - unique only;scaled  sense - 12-20 hours post-invasion - unique only;scaled  sense - 17-25 hours post-invasion - unique only;scaled  sense - 22-30 hours post-invasion - unique only;scaled  sense - 27-35 hours post-invasion - unique only;scaled  sense - 32-40 hours post-invasion - unique only
PF3D7_0807200;PF3D7_0807200.1;2.9;3.42;5.46;4.95;7.14;6.22;5.07;5.42;6.61;27.98;52.07;62.02;49.89;59.88;55.45;36.94;2.43;3.08;4.98;4.49;6.53;5.82;4.69;4.98;5.61;25.23;47.42;55.88;45.59;54.58;50.94;33.45;4;3.42;6.23;6.29;27.86;35.19;53.36;65.17;9.11;27.98;59.36;78.76;194.59;338.6;583.4;444.03
PF3D7_0809000;PF3D7_0809000.1;0;0;0;0;0;0;0;0;0.82;0.84;0.48;0.31;0.49;0;0.68;0.27;0;0;0;0;0;0;0;0;0.69;0.76;0.44;0.28;0.45;0;0.63;0.96;0;0;0;0;0;0;0;0;1.14;0.84;0.55;0.4;1.9;0;7.18;3.2
PF3D7_0809900;PF3D7_0809900.1;0.09;0;0.1;0.08;0.28;0.12;0.12;0.04;8.64;11.15;11.87;5.35;7.2;10.09;18.19;25.86;0.07;0.01;0.11;0.07;0.25;0.11;0.12;0.07;7.31;10.11;10.91;4.87;6.67;9.24;16.77;23.53;0.12;0;0.12;0.1;1.09;0.7;1.28;0.46;11.9;11.15;13.53;6.79;28.07;57.06;191.38;310.88
PF3D7_1129400;PF3D7_1129400.1;0.23;0.09;0.21;0.16;0.14;0.14;0.05;0.36;13.17;111.04;203.09;200.39;241.64;202.3;127.28;41.97;0.2;0.27;0.28;0.32;0.44;0.64;0.33;0.44;11.12;100.21;185.02;180.77;220.99;184.34;116.97;38.05;0.32;0.09;0.23;0.2;0.54;0.79;0.51;4.3;18.14;111.04;231.52;254.49;942.39;1143.92;1339.05;504.5
PF3D7_1134600;PF3D7_1134600.1;0.02;0.04;0.03;0.09;0.09;0.04;0.11;0.06;4.19;3.44;10.58;23.94;37.42;34.29;31.01;17.3;0.04;0.06;0.05;0.09;0.14;0.06;0.11;0.06;3.57;3.19;9.63;21.65;34.26;31.3;28.54;15.72;0.03;0.04;0.03;0.11;0.35;0.22;1.13;0.75;5.77;3.44;12.06;30.41;145.92;193.87;326.25;207.97
PF3D7_1135800;PF3D7_1135800.1;1.51;0.71;0.68;0.97;0.55;0.56;3.07;6.58;10.78;60.17;131.65;83.2;127.08;79.88;57.71;18.62;1.26;0.64;0.62;0.87;0.5;0.51;2.82;5.95;9.12;54.26;119.88;74.96;116.12;72.75;52.97;16.82;2.08;0.71;0.78;1.23;2.14;3.15;32.32;79.12;14.85;60.17;150.09;105.66;495.61;451.71;607.1;223.87
PF3D7_1136900;PF3D7_1136900.1;6.69;22.86;16.44;5.68;2.31;1.14;0.76;0.82;162.72;31.19;7.59;1.92;1.03;1.91;2.58;2.84;5.6;20.61;14.97;5.12;2.11;1.04;0.69;0.75;136.27;28.14;6.94;1.77;1.02;1.81;2.41;2.63;9.21;22.86;18.75;7.22;9;6.47;7.95;9.86;224.08;31.19;8.65;2.44;4.02;10.79;27.1;34.19
PF3D7_1364100;PF3D7_1364100.1;0.47;0.19;0.3;0.12;0.14;0.06;0.13;0.33;20.46;3.51;1.48;0.46;0.41;4.36;58.68;210.58;0.39;0.17;0.27;0.11;0.13;0.05;0.12;0.33;17.14;3.17;1.37;0.41;0.38;3.99;53.89;190.26;0.64;0.19;0.34;0.16;0.54;0.32;1.42;3.97;28.17;3.51;1.68;0.58;1.61;24.65;617.29;2531.22
PF3D7_1369500;PF3D7_1369500.1;0.1;0;0.1;0.06;0.14;0.12;0.03;0.08;15.65;53.82;85.92;70.05;83.92;76.64;67.63;42.18;0.1;0.02;0.14;0.09;0.24;0.13;0.19;0.16;13.15;48.67;78.47;63.22;76.9;70;62.29;38.24;0.14;0;0.11;0.08;0.54;0.68;0.29;0.91;21.55;53.82;97.95;88.96;327.3;433.36;711.46;507.06
PF3D7_0323500;PF3D7_0323500.1;0.12;0;0;0.04;0.07;0.07;0.15;0;136.58;61.35;54.72;52.81;69.35;60.18;66.51;57.64;0.1;0;0;0.04;0.06;0.06;0.13;0.03;114.4;55.38;49.89;47.7;63.68;54.87;61.09;52.1;0.16;0;0;0.06;0.27;0.4;1.53;0;188.08;61.35;62.38;67.07;270.46;340.28;699.69;692.86
PF3D7_0323600;PF3D7_0323600.1;0.06;0.08;0.16;0.06;0.07;0.03;0.14;0.07;2.68;3.61;9.94;12.41;20.62;21.97;26.12;24.47;0.07;0.1;0.18;0.06;0.06;0.03;0.15;0.08;2.24;3.28;9.06;11.22;18.84;20.1;24.15;22.23;0.08;0.08;0.19;0.08;0.26;0.19;1.45;0.86;3.69;3.61;11.34;15.77;80.4;124.22;274.83;294.14
PF3D7_0401900;PF3D7_0401900.1;0.5;0.91;1.19;0.98;1.02;0.37;0.35;0.59;60.14;81.09;58.13;11.8;2.06;1.15;0.3;0.37;0.42;0.82;1.08;0.89;0.93;0.33;0.35;0.53;52.81;76.56;54.95;11.17;2.06;1.11;0.45;0.56;0.68;0.91;1.36;1.25;3.96;2.07;3.66;7.1;82.82;81.09;66.26;14.98;8.02;6.48;3.16;4.44
PF3D7_0404400;PF3D7_0404400.1;4.05;11.55;17.1;19.7;11.15;6.86;9.86;13.13;3.76;0.55;0.06;0.07;0;0;2.95;23.43;3.39;10.41;15.57;17.82;10.19;6.24;9.09;11.86;3.15;0.58;0.05;0.07;0;0;2.75;21.22;5.58;11.55;19.49;25.02;43.49;38.77;103.78;157.86;5.18;0.55;0.07;0.09;0;0;31.05;281.65
PF3D7_0404800;PF3D7_0404800.1;3.07;0.8;0;0.05;0.23;0.04;0.03;0.8;23.71;5.89;1.88;1.44;1.89;1.45;1.22;5.27;2.57;0.75;0.03;0.07;0.21;0.04;0.02;0.72;19.98;5.58;2.1;1.5;1.94;1.43;1.32;4.97;4.23;0.8;0;0.06;0.9;0.22;0.28;9.62;32.64;5.89;2.14;1.82;7.39;8.2;12.8;63.32
PF3D7_0405000;PF3D7_0405000.1;0.39;0.17;0.04;0;0;0;0.14;0.13;15.97;47.25;69.22;77.44;82.84;70.68;52.04;30;0.33;0.15;0.03;0;0;0;0.12;0.11;13.47;42.73;63.27;70.15;76.16;65.3;47.89;27.31;0.54;0.17;0.04;0;0;0;1.42;1.52;21.99;47.25;78.91;98.35;323.09;399.68;547.47;360.64
PF3D7_0811200;PF3D7_0811200.1;0.16;0.22;0.25;0.14;0.17;0.04;0.09;0.03;13.08;40.95;70.98;71.45;99.16;75.66;99.7;96.08;0.16;0.21;0.26;0.18;0.16;0.04;0.11;0.08;11.13;37.07;64.82;64.54;91;69.21;91.76;87.08;0.23;0.22;0.28;0.17;0.68;0.22;1;0.38;18.02;40.95;80.91;90.74;386.72;427.81;1048.84;1154.87
PF3D7_0812800;PF3D7_0812800.1;0.25;0;0.3;0.39;0;0.92;0;0;7.11;5.44;10.16;3.86;6.32;10.37;19.57;40.49;0.21;0.23;0.27;0.35;0;0.83;0;0;5.95;4.91;9.52;3.47;5.77;9.45;17.97;36.73;0.35;0;0.34;0.49;0;5.17;0;0;9.8;5.44;11.58;4.9;24.63;58.64;205.9;486.73
PF3D7_0816900;PF3D7_0816900.1;0;0;0;0;0;0;0.11;0;0.2;0.14;0.4;0.36;0.16;0.56;1.39;0.91;0;0;0;0;0;0;0.1;0.08;0.17;0.12;0.36;0.32;0.15;0.51;1.28;0.86;0;0;0;0;0;0;1.17;0;0.28;0.14;0.45;0.45;0.62;3.19;14.64;10.95
PF3D7_0817100;PF3D7_0817100.1;0.31;0.25;0.1;0.27;0.16;0.11;0.15;0.92;0.6;0.34;0.45;0.56;12.1;20.44;17.73;5.31;0.32;0.23;0.1;0.24;0.14;0.1;0.14;0.85;0.6;0.64;0.91;1.02;11.83;19.11;16.77;5.2;0.43;0.25;0.12;0.34;0.62;0.61;1.56;11.08;0.83;0.34;0.51;0.71;47.2;115.61;186.52;63.88
PF3D7_0817700;PF3D7_0817700.1;0.46;0.11;0.06;0.06;0;0.12;0.13;0.31;227.2;25.88;6.63;2.59;2.05;4.62;7.24;147.27;0.43;0.1;0.05;0.08;0;0.11;0.12;0.29;190.34;23.36;6.13;2.37;1.98;4.22;6.7;133.3;0.64;0.11;0.06;0.08;0;0.65;1.4;3.73;312.86;25.88;7.56;3.29;7.99;26.12;76.13;1770.24
PF3D7_0819600;PF3D7_0819600.1;0;0.07;0;0;0.16;0.48;0.39;0.26;223.7;28.17;13.57;22.88;73.38;90.19;92.9;180.11;0;0.06;0;0;0.14;0.44;0.41;0.31;187.32;25.64;12.57;20.61;67.26;82.29;85.47;163.25;0;0.07;0;0;0.62;2.72;4.07;3.1;308.04;28.17;15.47;29.06;286.17;509.99;977.3;2165.02
PF3D7_1138300;PF3D7_1138300.1;2.17;1.43;2.26;1.16;0;0.15;0.32;10.48;2.56;0.52;0.3;0.29;4.85;18.27;29.88;18.24;1.82;1.29;2.05;1.05;0;0.14;0.29;9.47;2.25;0.47;0.27;0.26;4.43;16.64;27.43;16.48;2.99;1.43;2.57;1.48;0;0.87;3.34;125.99;3.52;0.52;0.34;0.37;18.9;103.34;314.33;219.25
PF3D7_1141100;PF3D7_1141100.1;0;0;0.03;0.01;0.03;0.01;0.04;0.05;0.2;0.3;0.29;0.46;0.38;0.27;0.31;0.24;0.04;0;0.05;0.02;0.03;0.02;0.07;0.08;0.19;0.27;0.29;0.45;0.38;0.27;0.32;0.28;0;0;0.03;0.01;0.13;0.05;0.44;0.62;0.27;0.3;0.33;0.58;1.47;1.52;3.28;2.86
PF3D7_1143300;PF3D7_1143300.1;5.39;1.08;0.39;0.38;1.45;0.47;3.08;12.93;37.26;79.56;115.56;96.98;131.48;116.67;79.53;62.38;4.51;0.97;0.36;0.34;1.32;0.43;2.83;11.68;31.18;71.74;105.23;87.38;120.14;106.26;73.04;56.35;7.42;1.08;0.45;0.48;5.64;2.64;32.42;155.48;51.31;79.56;131.74;123.17;512.78;659.72;836.67;749.84
PF3D7_1144300;PF3D7_1144300.1;0;0;0;0;0.55;0;1.15;0.6;433.54;2351.49;5088.44;7259.35;9068.54;9685.57;7951;4872.53;0;0;0;0;0.5;0;1.06;0.81;362.83;2120.81;4633.99;6541.01;8288.44;8822.79;7299.82;4402.52;0;0;0;0;2.14;0;12.12;7.19;597;2351.49;5800.82;9219.38;35367.29;54768.76;83648.08;58569.29
PF3D7_1145400;PF3D7_1145400.1;0.53;0.29;0.42;0.03;0.18;0.19;0.31;0.44;85.32;24.58;21.39;31.95;31.94;54.47;110.6;247.05;0.44;0.26;0.38;0.03;0.17;0.17;0.29;0.4;71.52;22.16;19.48;28.81;29.21;49.61;101.56;223.23;0.73;0.29;0.47;0.04;0.72;1.05;3.28;5.32;117.49;24.58;24.38;40.58;124.57;308.02;1163.57;2969.56
PF3D7_1145600;PF3D7_1145600.1;0.03;0;0.24;0.07;0.7;1.24;0.9;0.57;3.56;1.08;0.83;0.4;1.15;2.4;12.85;28.68;0.05;0;0.22;0.06;0.64;1.13;0.85;0.57;4.24;1.73;1.8;0.68;1.27;2.38;11.98;26.32;0.04;0;0.28;0.09;2.72;7;9.49;6.85;4.91;1.08;0.95;0.51;4.49;13.59;135.2;344.79
PF3D7_1373300;PF3D7_1373300.1;0;0.21;0.25;0.04;0;0;0.04;0;0;0;0;0;0.06;0;0;0;0;0.19;0.39;0.04;0;0.06;0.04;0;0;0;0;0;0.06;0.06;0;0.03;0;0.21;0.28;0.05;0;0;0.46;0;0;0;0;0;0.24;0;0;0
PF3D7_1373500;PF3D7_1373500.1;0.06;0.05;0.08;0.09;0.08;0.02;0.04;0.16;6.65;1.39;0.51;0.28;2.05;3.6;2.74;8.62;0.08;0.08;0.09;0.17;0.08;0.05;0.1;0.25;14.7;3.68;1.25;1.26;6.41;8.56;6.42;17.85;0.08;0.05;0.09;0.12;0.31;0.11;0.44;1.94;9.15;1.39;0.58;0.35;8.01;20.38;28.78;103.56
PF3D7_1402100;PF3D7_1402100.1;0.46;0.04;0.07;0;0;0.08;0.51;0.69;0.17;1.42;4.53;7.05;12.78;15.71;12.38;4.5;0.39;0.04;0.09;0;0;0.07;0.5;0.64;0.16;1.45;4.45;6.58;12.06;14.56;11.7;4.35;0.64;0.04;0.08;0;0;0.43;5.33;8.34;0.23;1.42;5.17;8.96;49.82;88.85;130.22;54.11
PF3D7_1404600;PF3D7_1404600.1;0.1;0.17;0.3;0.06;0.15;0.18;0.16;0.15;1.66;1.62;2.12;1.64;2.46;2.72;4.03;4.46;0.09;0.15;0.29;0.06;0.16;0.16;0.14;0.16;1.4;1.48;1.93;1.49;2.29;2.47;3.73;4.12;0.14;0.17;0.34;0.08;0.58;1;1.64;1.79;2.28;1.62;2.42;2.08;9.58;15.37;42.37;53.64
PF3D7_1404600;PF3D7_1404600.2;0.1;0.17;0.3;0.06;0.15;0.18;0.16;0.15;1.66;1.62;2.12;1.64;2.46;2.72;4.03;4.46;0.09;0.15;0.29;0.06;0.16;0.16;0.14;0.16;1.4;1.48;1.93;1.49;2.29;2.47;3.73;4.12;0.14;0.17;0.34;0.08;0.58;1;1.64;1.79;2.28;1.62;2.42;2.08;9.58;15.37;42.37;53.64
PF3D7_1404600;PF3D7_1404600.3;0.1;0.17;0.3;0.06;0.15;0.18;0.16;0.15;1.66;1.62;2.12;1.64;2.46;2.72;4.03;4.46;0.09;0.15;0.29;0.06;0.16;0.16;0.14;0.16;1.4;1.48;1.93;1.49;2.29;2.47;3.73;4.12;0.14;0.17;0.34;0.08;0.58;1;1.64;1.79;2.28;1.62;2.42;2.08;9.58;15.37;42.37;53.64
PF3D7_1404700;PF3D7_1404700.1;0.25;0.19;0.15;0.19;0.08;0;0.11;0.33;93.82;31.59;10.27;5.17;0.68;0.23;2.32;1.15;0.21;0.18;0.14;0.17;0.28;0;0.1;0.33;78.52;28.54;9.42;4.75;0.69;0.21;2.37;1.15;0.35;0.19;0.17;0.25;0.29;0;1.11;3.95;129.19;31.59;11.7;6.57;2.65;1.3;24.44;13.84
PF3D7_1406300;PF3D7_1406300.1;0;0.04;0;0;0.05;0;0.03;0.3;55.13;19.19;14.06;15.22;41.42;95.1;155.69;137.8;0;0.04;0.04;0;0.04;0;0.06;0.27;46.17;17.41;12.93;13.72;37.94;86.62;142.97;124.55;0;0.04;0;0;0.18;0;0.34;3.63;75.92;19.19;16.03;19.33;161.56;537.77;1637.96;1656.41
PF3D7_1406400;PF3D7_1406400.1;0.15;0;0.25;0;0.79;1.76;2.04;0.63;3.53;0.59;0.5;0.21;5.55;16.16;39.08;40.8;0.13;0;0.26;0;0.72;1.63;1.9;0.57;2.98;0.62;0.52;0.23;5.07;14.72;35.98;37;0.21;0;0.29;0;3.09;9.92;21.5;7.56;4.86;0.59;0.57;0.26;21.65;91.38;411.09;490.37
PF3D7_0406500;PF3D7_0406500.1;0.78;0.87;0.92;0.5;0.38;0.28;0.6;0.84;301.8;856.82;462.04;389.31;160.9;120.32;122.79;88.05;0.65;0.8;0.9;0.46;0.37;0.27;0.56;0.76;269.31;819.58;443.72;373.63;158.12;119.9;123.67;88.1;1.07;0.87;1.05;0.63;1.49;1.57;6.34;10.08;415.59;856.82;526.73;494.43;627.52;680.37;1291.78;1058.42
PF3D7_0407300;PF3D7_0407300.1;0;0;0.27;0.31;2.39;2.15;2.01;0.93;31.43;92.86;102.58;87.1;100.9;99.89;52.55;16.59;0;0;0.25;0.28;2.19;1.96;1.85;0.84;26.31;83.73;93.47;78.6;92.19;91.04;48.32;14.99;0;0;0.31;0.39;9.34;12.16;21.15;11.2;43.28;92.86;116.94;110.62;393.49;564.84;552.84;199.42
PF3D7_0409600;PF3D7_0409600.1;0.05;0;0;0.01;0.02;0;0.12;0.03;19.89;2.94;1.5;3.72;31.56;41.33;55.73;67.23;0.05;0;0;0.01;0.02;0;0.16;0.06;16.74;2.71;1.52;3.39;28.96;37.73;51.28;60.92;0.07;0;0;0.02;0.07;0;1.27;0.38;27.39;2.94;1.71;4.72;123.07;233.7;586.27;808.13
PF3D7_0411000;PF3D7_0411000.1;0.25;0.02;0.07;0.04;0.1;0.07;0.12;0.08;8.13;41.78;98.38;109.89;29.32;18.07;19.07;12.2;0.24;0.04;0.06;0.04;0.1;0.06;0.12;0.1;7.02;37.91;89.84;99.23;26.99;16.63;17.73;11.33;0.34;0.02;0.08;0.06;0.38;0.4;1.23;0.92;11.2;41.78;112.16;139.56;114.36;102.19;200.61;146.6
PF3D7_0412000;PF3D7_0412000.1;0.02;0.07;0.14;0.02;0.03;0.03;0.08;0.15;10.29;2.67;1.32;4.34;29.15;49.45;92.69;117.12;0.02;0.07;0.13;0.02;0.03;0.03;0.07;0.14;8.63;2.41;1.22;3.92;26.68;45.4;85.53;106.57;0.03;0.07;0.16;0.02;0.11;0.16;0.83;1.85;14.16;2.67;1.5;5.51;113.67;279.63;975.13;1407.86
PF3D7_0412200;PF3D7_0412200.1;0.11;0.06;0.07;0.04;0.07;0.53;0.65;0.79;1.39;4.77;10.74;9.25;15.3;12.77;15.5;19.16;0.09;0.05;0.06;0.04;0.06;0.49;0.59;0.75;1.17;4.3;9.78;8.34;13.98;11.63;14.27;17.3;0.15;0.06;0.07;0.05;0.26;3.02;6.79;9.5;1.92;4.77;12.24;11.75;59.66;72.22;163.08;230.25
PF3D7_0820900;PF3D7_0820900.1;0.04;0.04;0;0.02;0.03;0;0.09;0.08;12.97;18.79;25.43;15.6;14.33;13.37;27.47;63.93;0.09;0.11;0.04;0.09;0.05;0.09;0.14;0.08;11.18;17.4;23.63;14.32;13.35;12.46;25.42;58.77;0.05;0.04;0;0.02;0.11;0;0.92;0.91;17.86;18.79;28.99;19.81;55.88;75.61;289.02;768.52
PF3D7_0823700;PF3D7_0823700.1;0;0;0;0;0;0;0;0.18;14.12;44.04;124.98;136.51;309.05;282.49;287.54;238.99;0;0;0;0;0;0;0;0.16;11.82;39.71;113.8;123;282.39;257.28;263.94;216.06;0;0;0;0;0;0;0;2.15;19.44;44.04;142.47;173.37;1205.28;1597.4;3025.01;2872.74
PF3D7_0826100;PF3D7_0826100.1;0.02;0.02;0.06;0.05;0.04;0.05;0.06;0.04;20.62;62.37;100.62;107.94;105.77;88.37;77.39;55.5;0.02;0.02;0.06;0.04;0.04;0.05;0.06;0.05;17.47;56.41;91.91;97.51;96.95;80.68;71.29;50.38;0.03;0.02;0.07;0.06;0.14;0.31;0.66;0.45;28.39;62.37;114.71;137.08;412.49;499.68;814.17;667.07
PF3D7_0826800;PF3D7_0826800.1;6.81;0;0;1.29;4.71;0.68;0;2.2;7.38;9.84;22.03;19.81;22.85;21.81;13.64;24.91;5.7;0;0;1.16;4.3;0.62;0;1.99;8.55;10.44;21.27;19.79;21.5;19.87;13.81;22.84;9.38;0;0;1.64;18.35;3.85;0;26.42;10.16;9.84;25.11;25.16;89.13;123.34;143.48;299.45
PF3D7_1147100;PF3D7_1147100.1;0.18;0;0.21;0;0;0;0.15;0.81;0.72;0.18;0.42;0.68;0.85;0;0;0.12;0.15;0;0.19;0;0;0;0.14;0.73;0.75;0.17;0.39;0.62;0.78;0;0.27;0.21;0.25;0;0.24;0;0;0;1.57;9.78;0.99;0.18;0.48;0.87;3.33;0;0;1.4
PF3D7_1149200;PF3D7_1149200.1;0.41;0.12;0.04;0;0.02;0.12;0.04;0.08;2953.08;1870.48;605.77;95.48;15.11;22.39;6.17;2;0.34;0.11;0.04;0;0.02;0.11;0.04;0.07;2599.07;1762.09;576.64;89.36;14.64;21;6;1.85;0.56;0.12;0.05;0;0.08;0.69;0.44;0.92;4066.54;1870.48;690.58;121.26;58.95;126.6;64.89;24
PF3D7_1200100;PF3D7_1200100.1;0.77;0.27;0.11;0.15;0.39;0.17;0.19;0.7;109.76;38.24;10.92;16.67;61.04;56.65;33.24;56.05;0.66;0.27;0.12;0.2;0.4;0.18;0.2;0.75;115.55;43.35;12.08;18.62;69.62;65.25;39.71;69.74;1.05;0.27;0.13;0.2;1.53;0.98;2;8.45;151.14;38.24;12.45;21.17;238.04;320.36;349.65;673.71
PF3D7_1201000;PF3D7_1201000.1;0.23;0.29;0.63;0.69;1.07;0.92;0.19;0.05;12.14;13.45;20.07;419.36;3217.04;2384.06;775.66;101.12;0.26;0.29;0.58;0.64;0.98;0.87;0.19;0.05;11.94;14.89;21.86;415.74;3215.85;2379.57;772.99;100.57;0.31;0.29;0.72;0.87;4.19;5.2;1.98;0.66;16.71;13.45;22.88;532.59;12546.46;13481.1;8160.24;1215.48
PF3D7_1202700;PF3D7_1202700.1;0.09;0.05;0.11;0.03;0.05;0.11;0.22;0.09;43.88;67.96;84.8;64.7;81.03;52.14;32.66;21.38;0.08;0.04;0.19;0.09;0.05;0.1;0.24;0.16;36.76;61.37;77.26;58.39;74.13;47.48;30.05;19.37;0.12;0.05;0.12;0.04;0.21;0.61;2.35;1.04;60.42;67.96;96.67;82.17;316;294.81;343.6;257.05
PF3D7_1407400;PF3D7_1407400.1;0;0.68;0.22;0.14;0.23;0;0;0.25;10.84;14.45;17;14.86;22.75;24.09;26.08;34.25;0;0.61;0.2;0.13;0.21;0;0;0.22;9.07;13.03;15.58;13.39;20.78;21.94;24.08;30.94;0;0.68;0.25;0.18;0.88;0;0;2.95;14.93;14.45;19.38;18.88;88.71;136.24;274.34;411.64
PF3D7_1407600;PF3D7_1407600.1;2.29;6.09;10.17;8.37;12.88;9.71;7.34;4;1.55;2.39;1.81;1.4;2.9;4.39;7.41;4.22;1.92;5.5;9.26;7.56;11.77;8.86;6.77;3.64;1.31;2.24;1.73;1.33;2.72;4.03;6.89;3.89;3.15;6.09;11.6;10.63;50.23;54.91;77.24;48.09;2.13;2.39;2.07;1.77;11.33;24.82;77.95;50.71
PF3D7_1409300;PF3D7_1409300.1;0;0;0.06;0.07;0.06;0;0.16;0.16;117.82;13.78;3.64;4.81;25.68;33.95;85.92;240.35;0.12;0;0.05;0.07;0.05;0;0.15;0.2;98.6;12.47;3.32;4.34;23.52;30.92;78.9;217.12;0;0;0.06;0.09;0.22;0;1.69;1.88;162.24;13.78;4.15;6.11;100.17;191.99;903.91;2889.06
PF3D7_1411900;PF3D7_1411900.1;3;0.46;0.33;0.13;0.2;0.14;0.28;1.97;102.8;218.78;227.1;214.63;219.91;127.56;62.62;15.03;2.51;0.42;0.3;0.12;0.18;0.12;0.3;1.78;86.03;197.33;206.8;193.38;200.95;116.18;57.57;13.58;4.13;0.46;0.38;0.16;0.78;0.77;2.96;23.68;141.56;218.78;258.9;272.58;857.66;721.31;658.81;180.69
PF3D7_1414000;PF3D7_1414000.1;0.15;0.74;0.94;0.55;1.73;0.7;0.6;0.71;41.04;7.52;9.1;3.38;26.02;71.8;173.47;308.37;0.12;0.67;0.86;0.5;1.58;0.64;0.56;0.64;34.47;6.85;8.29;3.04;23.78;65.39;159.34;278.96;0.2;0.74;1.08;0.7;6.74;3.97;6.36;8.5;56.51;7.52;10.37;4.29;101.48;405.99;1824.94;3706.73
PF3D7_0415500;PF3D7_0415500.1;0;0;0.09;0.12;0.09;0.19;0.07;0;67.95;128.13;148;119.4;153.05;146.2;129.9;103.48;0;0;0.08;0.11;0.09;0.17;0.06;0.05;56.87;115.54;135.02;107.63;139.85;133.16;119.3;93.48;0;0;0.11;0.15;0.36;1.07;0.69;0;93.57;128.13;168.72;151.63;596.89;826.74;1366.58;1243.86
PF3D7_0421700;PF3D7_0421700.1;0;0.01;0;0.01;0;0;0.01;0.02;0.44;0.25;0.27;0.15;0.1;0.02;0.09;0.07;0.01;0.02;0.02;0.01;0;0;0.01;0.03;0.44;0.23;0.31;0.19;0.13;0.07;0.13;0.21;0;0.01;0;0.01;0;0;0.08;0.3;0.61;0.25;0.31;0.18;0.4;0.13;0.92;0.89
PF3D7_0421900;PF3D7_0421900.1;0;0;0;0;0.61;0;0.21;0.17;5.41;3.15;0.3;1.17;2.74;2.78;0;0.5;0;0;0;0;0.56;0;0.2;0.15;4.74;3.08;0.28;1.23;2.51;2.53;0.2;0.6;0;0;0;0;2.38;0;2.24;2;7.45;3.15;0.35;1.49;10.7;15.74;0;5.99
PF3D7_0422400;PF3D7_0422400.1;0.11;0.33;1.53;0.66;1.54;0.26;1.08;0.14;329.62;932.87;1246.77;1466.12;1409.27;1336.15;996.6;623.29;0.09;0.3;1.39;0.67;1.41;0.36;0.99;0.13;276.04;841.39;1135.53;1321.13;1288.2;1217.74;915.14;563.44;0.15;0.33;1.74;0.84;6.01;1.47;11.34;1.68;453.9;932.87;1421.32;1861.98;5496.17;7555.48;10484.71;7492.08
PF3D7_0422500;PF3D7_0422500.1;0.08;0.13;0.09;0.12;0.08;0.02;0.07;0.08;24.02;59.06;81.05;78.09;81.6;73.25;72.29;61.4;0.06;0.12;0.08;0.11;0.08;0.01;0.07;0.08;20.22;53.39;73.99;70.56;74.79;66.96;66.6;55.55;0.11;0.13;0.1;0.16;0.33;0.09;0.79;0.95;33.08;59.06;92.4;99.17;318.23;414.22;760.5;738.02
PF3D7_0830800;PF3D7_0830800.1;0.06;0.04;0.15;0.05;0.16;0.08;0.05;0.11;13.47;3.94;16.3;52.08;51.63;25.76;15.46;9.73;0.11;0.07;0.19;0.08;0.21;0.11;0.13;0.17;11.3;3.57;14.87;46.98;47.2;23.52;14.25;8.81;0.09;0.04;0.17;0.07;0.63;0.43;0.55;1.26;18.55;3.94;18.58;66.14;201.35;145.69;162.65;116.91
PF3D7_0833000;PF3D7_0833000.1;0;0;0;0.08;0;0;0.08;0.03;0;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0.11;0.03;0;0.14;0.05;0.03;0;0;0.04;0.15;0;0;0;0.1;0;0;0.88;0.39;0;0;0;0;0;0;0;0
