"Gene ID","source_id","pfal3D7_Stunnenberg_pi_time_series - Hour 5 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 10 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 15 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 20 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 25 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 30 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 35 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 40 - unique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 5 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 10 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 15 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 20 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 25 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 30 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 35 - nonunique (3D7 iRBC RNASeq)","pfal3D7_Stunnenberg_pi_time_series - Hour 40 - nonunique (3D7 iRBC RNASeq)","scaled  - Hour 5 - unique (3D7 iRBC RNASeq)","scaled  - Hour 10 - unique (3D7 iRBC RNASeq)","scaled  - Hour 15 - unique (3D7 iRBC RNASeq)","scaled  - Hour 20 - unique (3D7 iRBC RNASeq)","scaled  - Hour 25 - unique (3D7 iRBC RNASeq)","scaled  - Hour 30 - unique (3D7 iRBC RNASeq)","scaled  - Hour 35 - unique (3D7 iRBC RNASeq)","scaled  - Hour 40 - unique (3D7 iRBC RNASeq)"
"PF3D7_0916500","PF3D7_0916500.1","13.21","6.84","5.3","12.15","48.12","65.45","67.73","68.1","11.1","6.04","4.87","10.89","43.71","59.82","62.51","60.88","0.84","0.35","0.34","2.19","30.97","58.39","67.73","31.56"
"PF3D7_0917300","PF3D7_0917300.1","23.07","5.25","0.69","0.1","0.25","0.11","4.91","64.93","19.56","4.72","0.69","0.09","0.3","0.19","4.52","57.87","1.46","0.27","0.04","0.02","0.16","0.09","4.91","30.1"
"PF3D7_0917500","PF3D7_0917500.1","6.52","4.38","2.46","1.57","20.58","63.35","105.59","95.8","5.7","3.85","2.21","1.48","18.92","58.07","97.6","85.67","0.41","0.23","0.16","0.28","13.25","56.52","105.59","44.4"
"PF3D7_API00600","PF3D7_API00600.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.76","0.98","0","0","0","0","0","0","0","0"
"PF3D7_API01100","PF3D7_API01100.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.22","0","0","0","0","0","0","0","0"
"PF3D7_0918100","PF3D7_0918100.1","141.14","316.53","336.99","254.32","173.15","192.16","153.18","202.86","119.5","276.42","298.52","226.24","157.94","175.72","141.72","181.66","8.93","16.3","21.69","45.83","111.43","171.43","153.18","94.03"
"PF3D7_0918200","PF3D7_0918200.1","20.81","46.82","53.3","40.56","34.38","59.88","64.15","91.7","17.58","40.74","47.09","36.29","31.16","54.52","59","81.99","1.32","2.41","3.43","7.31","22.12","53.42","64.15","42.5"
"PF3D7_API01800","PF3D7_API01800.1","2.15","0.47","0","1.54","0.22","1.39","2.39","5.15","1.81","0.62","0","1.6","0.39","1.52","2.36","5.03","0.14","0.02","0","0.28","0.14","1.24","2.39","2.39"
"PF3D7_0918600","PF3D7_0918600.1","2.83","1.9","2.02","7.11","11.66","19.15","21.05","17.07","2.54","1.69","1.94","6.35","10.64","17.48","19.57","15.33","0.18","0.1","0.13","1.28","7.51","17.08","21.05","7.91"
"PF3D7_API02600","PF3D7_API02600.1","0.26","0.23","0.25","0.25","0","1.08","0.54","0.72","0.66","1.41","0.44","0.45","0.39","1.23","0.99","2.14","0.02","0.01","0.02","0.05","0","0.97","0.54","0.33"
"PF3D7_API03000","PF3D7_API03000.1","0","0.39","0","0","0","0","0","0.81","0.37","0.34","0","0","0.32","0","0.56","1.08","0","0.02","0","0","0","0","0","0.37"
"PF3D7_0919200","PF3D7_0919200.1","283.08","66.3","9.34","2.13","1.8","3.16","2.38","30","238","57.69","8.59","1.89","1.73","2.88","2.19","27.41","17.92","3.41","0.6","0.38","1.16","2.82","2.38","13.9"
"PF3D7_API04700","PF3D7_API04700.1","0.15","0","0.07","0","0","0","0.05","0.27","0.12","0","0.06","0","0","0.07","0.05","0.24","0.01","0","0","0","0","0","0.05","0.13"
"PF3D7_0920400","PF3D7_0920400.1","2.44","4.12","6.8","9.56","17.24","21.45","26.23","20.59","2.78","5.33","7.52","10.93","18.96","23.96","31.06","22.34","0.15","0.21","0.44","1.72","11.1","19.13","26.23","9.54"
"PF3D7_API06200","PF3D7_API06200.1","0","0","0","0","0","0","0","0","0","1.02","0","0","0","0","0","2.16","0","0","0","0","0","0","0","0"
"PF3D7_0921000","PF3D7_0921000.1","11.96","46.52","90.27","143.04","224.25","238.38","177.5","147.84","10.41","40.64","79.6","126.99","203.6","217.66","163.52","131.93","0.76","2.39","5.81","25.77","144.32","212.67","177.5","68.52"
"PF3D7_0921000","PF3D7_0921000.2","11.96","46.52","90.27","143.04","224.25","238.38","177.5","147.84","10.41","40.64","79.6","126.99","203.6","217.66","163.52","131.93","0.76","2.39","5.81","25.77","144.32","212.67","177.5","68.52"
"PF3D7_0921500","PF3D7_0921500.1","0.08","0.36","0.32","0.71","4.89","10.43","7.24","4.01","0.28","0.44","0.28","0.7","4.49","9.88","6.92","3.71","0.01","0.02","0.02","0.13","3.14","9.3","7.24","1.86"
"PF3D7_0924900","PF3D7_0924900.1","2.65","2","0.91","1.45","0.31","0.39","1.81","4.48","2.55","1.74","0.8","1.28","0.55","0.53","1.66","4.3","0.17","0.1","0.06","0.26","0.2","0.35","1.81","2.08"
"PF3D7_0926900","PF3D7_0926900.1","35.33","68.46","84.48","76.15","74.87","78.19","110.12","152.6","29.95","60.04","74.49","67.87","68.09","71.78","102.06","136.12","2.24","3.52","5.44","13.72","48.18","69.76","110.12","70.73"
"PF3D7_0927800","PF3D7_0927800.1","19.94","8.87","3.91","4.15","17.11","58.18","117.74","157.19","16.75","7.91","3.45","3.9","15.7","53.09","108.29","140.08","1.26","0.46","0.25","0.75","11.01","51.9","117.74","72.85"
"PF3D7_0927900","PF3D7_0927900.1","72.51","38.49","46.36","66.08","50.67","56.13","87.22","166.81","61.1","33.49","40.97","58.83","46","51.21","80.28","148.66","4.59","1.98","2.98","11.91","32.61","50.08","87.22","77.32"
"PF3D7_0928100","PF3D7_0928100.1","11.13","17.58","11.14","10.04","6.26","5.33","3.64","4.4","9.57","15.43","9.97","9.21","6.12","5.5","3.73","3.99","0.7","0.9","0.72","1.81","4.03","4.75","3.64","2.04"
"PF3D7_0928600","PF3D7_0928600.1","6.14","5.94","10.28","164.74","437.33","330.28","157.61","73.32","5.16","5.4","9.07","146.25","397.12","301.31","144.95","65.59","0.39","0.31","0.66","29.68","281.44","294.65","157.61","33.98"
"PF3D7_0929000","PF3D7_0929000.1","23.58","43.05","45.19","47.35","55.86","51.29","48.26","38.64","20.11","37.59","40.07","42.26","50.96","46.95","44.66","34.57","1.49","2.22","2.91","8.53","35.95","45.76","48.26","17.91"
"PF3D7_0929500","PF3D7_0929500.1","29.18","4.83","1.75","0.95","0.54","1.55","19.09","150.55","24.8","4.21","1.69","0.85","0.73","1.41","17.66","135.52","1.85","0.25","0.11","0.17","0.35","1.38","19.09","69.78"
"PF3D7_0930800","PF3D7_0930800.1","7.83","2.61","2.1","5.75","14.23","16.97","25.54","26.11","6.98","2.67","2.2","5.66","13.58","16.32","24.98","24.14","0.5","0.13","0.13","1.04","9.16","15.14","25.54","12.1"
"PF3D7_0931400","PF3D7_0931400.1","90.42","215.92","345.5","461.28","623.16","819.29","1029.24","758.8","76.45","188.38","305.71","410.76","566.22","747.05","947.88","677.88","5.72","11.12","22.23","83.12","401.03","730.91","1029.24","351.7"
"PF3D7_0933300","PF3D7_0933300.1","6.41","1.94","1.67","2.07","14.63","42.89","53.64","43.68","6.05","1.91","1.92","2.23","13.75","39.79","50.32","39.83","0.41","0.1","0.11","0.37","9.41","38.26","53.64","20.25"
"PF3D7_0933600","PF3D7_0933600.1","6.35","21.82","31.35","58.08","103.96","136.75","121.22","96.23","5.52","18.98","27.65","51.63","94.51","124.52","111.81","85.88","0.4","1.12","2.02","10.47","66.9","122","121.22","44.6"
"PF3D7_0935500","PF3D7_0935500.1","58.4","116.95","134.51","80.61","59.56","71.9","109.78","162.57","49.36","101.84","118.71","71.84","53.99","65.47","101.1","145.06","3.7","6.02","8.66","14.52","38.33","64.14","109.78","75.35"
"PF3D7_0936000","PF3D7_0936000.1","1446.82","4143.69","5186.66","3081.35","371.97","77.82","24.87","14.44","1215.8","3607.5","4574.34","2736.52","337.2","70.86","22.87","12.87","91.58","213.33","333.78","555.23","239.38","69.43","24.87","6.69"
"PF3D7_0936800","PF3D7_0936800.1","251.88","3353.53","5457.28","5534.6","1775.96","488","182.37","65.8","217.18","3027.74","4925.89","5046.35","1651.35","454.95","173.39","60.86","15.94","172.65","351.2","997.29","1142.9","435.36","182.37","30.5"
"PF3D7_0937100","PF3D7_0937100.1","0.81","0.24","0.13","0.39","0.76","1.81","2.49","2.59","0.8","0.21","0.11","0.34","0.99","2.03","2.37","2.52","0.05","0.01","0.01","0.07","0.49","1.61","2.49","1.2"
"PF3D7_0800100","PF3D7_0800100.1","2.33","1.7","2.4","2.74","5.21","2.48","4.2","12.27","5.7","2.81","3.83","4.46","9.54","4.99","8","19.95","0.15","0.09","0.15","0.49","3.35","2.21","4.2","5.69"
"PF3D7_0800400","PF3D7_0800400.1","0.85","1.02","2.13","1.51","1.96","0.87","0.5","0.48","1.24","1.86","2.86","2.51","3.25","1.09","0.8","2.15","0.05","0.05","0.14","0.27","1.26","0.78","0.5","0.22"
"PF3D7_0801700","PF3D7_0801700.1","9.02","19.78","33.55","59.87","90.63","132","137.79","78.53","9.18","20.75","34.09","60.73","94.69","138.44","145.25","80.04","0.57","1.02","2.16","10.79","58.32","117.76","137.79","36.4"
"PF3D7_0802400","PF3D7_0802400.1","19.3","41.09","51.76","56.69","52.78","46.91","41.81","26.41","16.5","35.93","46.02","50.7","47.99","42.85","38.64","23.74","1.22","2.12","3.33","10.22","33.97","41.85","41.81","12.24"
"PF3D7_0802600","PF3D7_0802600.1","98.18","26.24","5.71","2.76","3.17","5.28","15.53","89.78","105.4","29.08","6.57","3.16","3.41","5.63","16.76","94.09","6.21","1.35","0.37","0.5","2.04","4.71","15.53","41.61"
"PF3D7_0803000","PF3D7_0803000.1","37.39","68.51","83.34","74.67","73.37","71.17","94.18","84.13","31.55","59.8","73.84","66.64","66.85","65.1","86.88","75.15","2.37","3.53","5.36","13.45","47.21","63.49","94.18","39"
"PF3D7_0803100","PF3D7_0803100.1","149.04","232.93","267.07","236.17","214.32","178.3","145.81","72.69","149.02","233.42","279.24","241.57","230.25","189.02","156.37","75.09","9.43","11.99","17.19","42.56","137.93","159.06","145.81","33.69"
"PF3D7_0805100","PF3D7_0805100.1","10.43","5.77","2.6","1.45","0.61","0.78","1.21","3.22","8.82","5.12","2.4","1.29","0.55","0.77","1.27","2.93","0.66","0.3","0.17","0.26","0.39","0.7","1.21","1.49"
"PF3D7_0806800","PF3D7_0806800.1","379.49","230.27","208.08","206.93","183.77","158.05","160.76","192.66","319.59","200.5","183.89","184.16","167","144.5","148.45","172.15","24.02","11.86","13.39","37.29","118.26","141","160.76","89.3"
"PF3D7_0807300","PF3D7_0807300.1","48.89","84.21","97.66","115.14","95.65","89.09","115.76","130.14","41.66","73.67","86.85","102.51","86.71","81.28","106.79","117.67","3.09","4.34","6.29","20.75","61.55","79.48","115.76","60.32"
"PF3D7_0807900","PF3D7_0807900.1","45.6","126.66","193.17","228.29","208","181.38","163.9","164.38","38.63","110.42","170.5","202.91","189.04","165.16","151.04","146.64","2.89","6.52","12.43","41.14","133.86","161.82","163.9","76.19"
"PF3D7_0808100","PF3D7_0808100.1","3","6.78","11.73","14.34","17.81","17.23","25.19","23.52","3.18","7.13","12.51","14.69","18.51","18.97","27.45","24.46","0.19","0.35","0.76","2.58","11.46","15.37","25.19","10.9"
"PF3D7_0809300","PF3D7_0809300.1","48","10.99","5.35","8.83","47.33","110.81","172.55","189.75","40.85","10.34","5.4","9.05","43.73","102.71","160.1","170.84","3.04","0.57","0.34","1.59","30.46","98.86","172.55","87.95"
"PF3D7_0810100","PF3D7_0810100.1","3.75","6.87","4.78","7.46","22.95","38.96","73.93","70.64","3.42","5.97","4.48","6.89","20.81","36.06","68.19","62.96","0.24","0.35","0.31","1.34","14.77","34.76","73.93","32.74"
"PF3D7_0811600","PF3D7_0811600.1","29.76","13.36","21.99","18.35","16.89","19","41.44","75.79","25.25","11.74","19.49","16.51","15.46","17.33","38.25","67.66","1.88","0.69","1.42","3.31","10.87","16.95","41.44","35.13"
"PF3D7_0812300","PF3D7_0812300.1","2.35","1.86","2.83","1.59","1.41","0.31","0.83","2.07","2.29","1.68","2.75","1.61","1.44","0.64","0.9","2.09","0.15","0.1","0.18","0.29","0.9","0.28","0.83","0.96"
"PF3D7_0813400","PF3D7_0813400.1","428.71","583.3","419.49","447.98","564.56","400.97","261.93","149.46","361.19","508.56","370.9","398.61","512.63","366.45","241.83","133.8","27.14","30.03","27","80.72","363.31","357.72","261.93","69.27"
"PF3D7_0813700","PF3D7_0813700.1","15.68","8.12","6.93","22.59","57.07","67.63","58.73","32.58","14.8","9.1","7.97","23.19","56.21","66.07","58.6","31.25","0.99","0.42","0.45","4.07","36.73","60.34","58.73","15.1"
"PF3D7_0814500","PF3D7_0814500.1","142.15","125.68","58.96","19.37","4.06","1.85","1.26","3.32","120","109.7","52.61","17.75","3.98","2.25","1.33","3.22","9","6.47","3.79","3.49","2.61","1.65","1.26","1.54"
"PF3D7_0816600","PF3D7_0816600.1","1.86","1.84","2.25","17.16","70.47","95.23","74.21","37.06","1.73","1.67","2.1","15.24","64.15","86.83","68.38","33.13","0.12","0.09","0.14","3.09","45.35","84.96","74.21","17.18"
"PF3D7_0817200","PF3D7_0817200.1","24.39","18.1","19.21","16.44","15.42","15.52","23.05","36.95","20.53","15.82","17.01","14.7","14.04","14.26","21.31","33.03","1.54","0.93","1.24","2.96","9.92","13.85","23.05","17.12"
"PF3D7_0817400","PF3D7_0817400.1","1.85","1.7","3.44","5.51","11.41","32.85","32.99","26.73","1.95","1.66","3.47","5.17","10.8","30.18","31.08","24.55","0.12","0.09","0.22","0.99","7.34","29.3","32.99","12.39"
"PF3D7_0818300","PF3D7_0818300.1","5.56","3.07","1.55","1.55","1.86","0.71","1.4","0.8","4.77","2.77","1.53","1.64","1.78","0.82","1.33","0.76","0.35","0.16","0.1","0.28","1.2","0.63","1.4","0.37"
"PF3D7_0819100","PF3D7_0819100.1","40.93","56.22","67.67","65.7","69.76","49.83","28.7","14.55","34.4","49.28","60.37","58.83","63.76","45.82","27.14","13.45","2.59","2.89","4.35","11.84","44.89","44.46","28.7","6.74"
"PF3D7_0819200","PF3D7_0819200.1","0.78","1.77","1.73","1.78","2.42","2.29","1.48","1.08","0.78","1.58","1.7","1.67","2.38","2.43","1.52","1.13","0.05","0.09","0.11","0.32","1.56","2.04","1.48","0.5"
"PF3D7_0819300","PF3D7_0819300.1","0.57","0.32","0.61","0.96","3.71","6.53","4.71","2.2","0.62","0.41","0.82","1.02","3.53","6.2","4.54","2.02","0.04","0.02","0.04","0.17","2.39","5.82","4.71","1.02"
"PF3D7_0819700","PF3D7_0819700.1","6.9","2.16","1.2","3.5","3.9","5.58","11.38","28.31","7.3","1.99","1.13","3.26","4.58","8.78","13.67","29.19","0.44","0.11","0.08","0.63","2.51","4.98","11.38","13.12"
"PF3D7_0820800","PF3D7_0820800.1","1.89","1.69","1.31","2.99","9.92","15.54","19.74","15.74","1.94","1.7","1.45","2.9","9.21","14.47","18.4","14.41","0.12","0.09","0.08","0.54","6.39","13.86","19.74","7.29"
"PF3D7_0822900","PF3D7_0822900.1","846.04","229.31","30.88","6.05","1.22","0.95","2.23","101.51","942.34","274.67","38.02","8.14","2.98","1.2","2.89","135.85","53.55","11.81","1.99","1.09","0.79","0.85","2.23","47.05"
"PF3D7_0823100","PF3D7_0823100.1","16.75","80.92","122.91","105.33","74.79","69.62","49.17","20.25","14.07","70.52","108.77","93.77","68.14","63.54","45.51","18.05","1.06","4.17","7.91","18.98","48.13","62.11","49.17","9.39"
"PF3D7_0824400","PF3D7_0824400.1","3.65","6.88","14.8","37.35","120.99","137.86","109.65","67.62","3.21","6.03","13.21","33.31","109.85","125.75","100.93","60.4","0.23","0.35","0.95","6.73","77.86","122.99","109.65","31.34"
"PF3D7_0825500","PF3D7_0825500.1","122.09","191.44","224.27","203.99","177.41","143.92","92.49","34.18","103.16","167.03","198.47","181.95","161.8","131.72","85.49","30.82","7.73","9.86","14.43","36.76","114.17","128.39","92.49","15.84"
"PF3D7_0825700","PF3D7_0825700.1","1.49","1.61","1.75","1.86","0.83","0.83","2.11","1.98","1.54","1.75","1.83","2.04","1.09","1.07","1.94","1.95","0.09","0.08","0.11","0.33","0.53","0.74","2.11","0.92"
"PF3D7_0825800","PF3D7_0825800.1","3.92","4.47","5.32","4.63","3.22","4.36","4.22","5.07","3.29","3.95","5.02","4.51","3.15","4.26","3.98","4.77","0.25","0.23","0.34","0.84","2.07","3.89","4.22","2.35"
"PF3D7_0826700","PF3D7_0826700.1","150.56","538.8","926.57","1200.83","1226.3","1019.39","786.45","548.45","126.97","469.28","817.34","1067.36","1113.01","929.31","724.33","489.13","9.53","27.74","59.63","216.38","789.18","909.42","786.45","254.2"
"PF3D7_0828100","PF3D7_0828100.1","1.83","1.13","3.01","8.76","19.97","23.09","17.81","11.11","1.79","1.58","3.08","8.12","18.5","21.63","16.96","10.61","0.12","0.06","0.19","1.58","12.85","20.6","17.81","5.15"
"PF3D7_0828300","PF3D7_0828300.1","25.96","19.47","30.04","55.29","82.34","114.98","146.83","129.23","22.78","17.42","27.24","50","75.75","105.94","136","116.14","1.64","1","1.93","9.96","52.99","102.57","146.83","59.9"
"PF3D7_0830300","PF3D7_0830300.1","1.44","2.21","1.81","1.98","8.93","17.52","7.42","2.05","1.29","2","1.67","1.91","8.1","16.04","7.05","1.9","0.09","0.11","0.12","0.36","5.75","15.63","7.42","0.95"
"PF3D7_0831200","PF3D7_0831200.1","51.62","62.03","54.73","34.88","18.2","19.53","36.54","52.5","43.53","54.11","48.48","31.21","16.56","17.78","33.67","46.87","3.27","3.19","3.52","6.28","11.72","17.43","36.54","24.33"
"PF3D7_0831400","PF3D7_0831400.1","1.39","1.62","10.72","280.24","1526.55","1175.02","282.47","38.43","1.17","1.41","9.46","249.67","1387.22","1071.75","260.09","34.25","0.09","0.08","0.69","50.5","982.4","1048.27","282.47","17.81"
"PF3D7_0831750","PF3D7_0831750.1","10.06","2.77","2.55","1.39","2.74","5.74","3.22","3.09","8.55","2.5","2.56","1.54","2.84","5.8","3.49","3.05","0.64","0.14","0.16","0.25","1.76","5.12","3.22","1.43"
"PF3D7_0832900","PF3D7_0832900.1","0.11","0.1","0.22","0.55","2.13","1.3","0.23","0.21","0.1","0.18","0.29","0.58","1.93","1.18","0.22","0.19","0.01","0.01","0.01","0.1","1.37","1.16","0.23","0.1"
"PF3D7_0700900","PF3D7_0700900.1","0.2","0.26","0.1","0","0","0.1","0.27","0.09","0.67","0.84","0.17","0.08","0.29","0.28","0.63","0.16","0.01","0.01","0.01","0","0","0.09","0.27","0.04"
"PF3D7_0702200","PF3D7_0702200.1","203.03","80.7","46.66","43.17","14.95","9.84","4.55","5.78","170.95","70.34","41.28","38.32","13.62","8.96","4.18","5.15","12.85","4.15","3","7.78","9.62","8.78","4.55","2.68"
"PF3D7_0702900","PF3D7_0702900.1","42.15","89.72","133.36","122.22","151.44","181.33","222.48","188.46","35.42","78.06","118.69","108.78","138.23","166.63","205.23","168.22","2.67","4.62","8.58","22.02","97.45","161.77","222.48","87.35"
"PF3D7_0703800","PF3D7_0703800.1","1.79","1.98","2.66","1.86","1.49","1.74","2.57","2.86","1.7","1.9","2.54","1.88","1.57","1.92","2.63","2.77","0.11","0.1","0.17","0.34","0.96","1.55","2.57","1.33"
"PF3D7_0706500","PF3D7_0706500.1","221.93","305.59","322.99","287.81","250.75","202.11","189.55","106.62","187.27","266.76","285.91","256.64","228.12","184.78","175.05","95.45","14.05","15.73","20.79","51.86","161.37","180.3","189.55","49.42"
"PF3D7_0707600","PF3D7_0707600.1","127.64","84","87.22","80.61","73.56","65.06","76.45","59.51","107.38","73.74","77.88","71.81","66.68","59.51","70.67","53.15","8.08","4.32","5.61","14.52","47.34","58.05","76.45","27.58"
"PF3D7_0708300","PF3D7_0708300.1","9.29","26.08","39.9","50.56","52.93","54.88","32.16","18.31","7.93","22.92","35.57","45.15","48.99","50.11","30.34","16.56","0.59","1.34","2.57","9.11","34.06","48.96","32.16","8.49"
"PF3D7_0709600","PF3D7_0709600.1","15.92","42.96","53.35","47.02","49.71","44.85","37.62","14.39","13.89","37.84","47.46","42.28","45.66","41.67","35.17","13.17","1.01","2.21","3.43","8.47","31.99","40.02","37.62","6.67"
"PF3D7_0710700","PF3D7_0710700.1","438.6","792.79","942.98","909.52","707.57","588.28","488.44","253.64","369.73","692.29","834.9","809.67","643.46","537.61","450.64","226.75","27.76","40.82","60.68","163.89","455.35","524.83","488.44","117.56"
"PF3D7_0710900","PF3D7_0710900.1","11.99","26.69","36.34","41.85","41.38","57.88","65.56","47.22","10.23","23.22","32.12","37.31","37.64","52.95","60.46","42.15","0.76","1.37","2.34","7.54","26.63","51.64","65.56","21.88"
"PF3D7_0712000","PF3D7_0712000.1","0.6","0.84","0.88","1.12","1.91","1.17","1.68","2.73","0.91","1.07","1.25","1.39","2.32","1.5","2.23","3.8","0.04","0.04","0.06","0.2","1.23","1.05","1.68","1.27"
"PF3D7_0712200","PF3D7_0712200.1","0.1","0","0","0","0.08","0.11","0","0","0.09","0","0","0","0.08","0.1","0","0","0.01","0","0","0","0.05","0.09","0","0"
"PF3D7_0712400","PF3D7_0712400.1","0.17","0.4","0.52","0.55","0.25","0.09","0.1","0.23","3.53","2","2.06","2.49","5.06","2.94","3.96","8.14","0.01","0.02","0.03","0.1","0.16","0.08","0.1","0.11"
"PF3D7_0713100","PF3D7_0713100.1","0.45","0.66","1.01","5.76","20.94","6.68","1.75","0.55","0.38","0.69","1.15","5.88","21.96","7.5","2.08","0.61","0.03","0.03","0.07","1.04","13.48","5.96","1.75","0.25"
"PF3D7_0713300","PF3D7_0713300.1","0.17","0.68","1.31","1.39","0.83","0.27","0.58","0.08","0.14","0.66","1.23","1.24","0.75","0.48","0.65","0.35","0.01","0.03","0.08","0.25","0.53","0.24","0.58","0.04"
"PF3D7_0713400","PF3D7_0713400.1","76.3","86.18","105.07","91.76","84.74","62.36","87.05","128.59","64.2","74.98","92.82","81.62","76.82","56.96","80.12","114.84","4.83","4.44","6.76","16.53","54.53","55.63","87.05","59.6"
"PF3D7_0714100","PF3D7_0714100.1","2.2","1.8","1.42","1.86","1.2","0.9","0.8","0.84","2.24","1.61","1.38","1.78","1.31","1.11","0.9","0.92","0.14","0.09","0.09","0.34","0.77","0.8","0.8","0.39"
"PF3D7_0715200","PF3D7_0715200.1","12.01","6.5","4.16","3.21","4.29","18.63","44.98","58.21","11.12","6.42","4.28","3.39","4.46","18.61","44.45","55.02","0.76","0.33","0.27","0.58","2.76","16.62","44.98","26.98"
"PF3D7_0716100","PF3D7_0716100.1","90.56","176.8","194.05","192.97","173.07","119.62","62.24","20.78","78.3","160.56","180.39","179.89","164.91","114.66","59.46","19.74","5.73","9.1","12.49","34.77","111.38","106.72","62.24","9.63"
"PF3D7_0716700","PF3D7_0716700.1","1.81","1.01","0.97","1.53","8.2","15.38","12.03","6.44","1.87","1.2","1.2","1.65","7.69","14.53","11.39","5.82","0.11","0.05","0.06","0.28","5.28","13.72","12.03","2.98"
"PF3D7_0716900","PF3D7_0716900.1","9.76","26.09","39.72","59.8","87.28","90.22","73.21","50.18","8.47","22.87","35.21","53.18","79.51","82.35","67.74","44.98","0.62","1.34","2.56","10.78","56.17","80.49","73.21","23.26"
"PF3D7_0717500","PF3D7_0717500.1","241.95","85.54","46.28","51.55","53.5","31.22","40.32","157.64","203.37","74.52","40.81","45.87","48.65","28.43","37.29","140.65","15.32","4.4","2.98","9.29","34.43","27.86","40.32","73.07"
"PF3D7_0717600","PF3D7_0717600.1","16.71","4.96","2.07","1.43","5.09","17.69","47.93","74.91","14.13","4.49","1.91","1.38","4.69","16.26","44.18","66.9","1.06","0.26","0.13","0.26","3.28","15.78","47.93","34.72"
"PF3D7_0720700","PF3D7_0720700.1","177.86","184.82","192.93","126.59","45.21","45.1","59.14","123.28","150.18","161.41","170.62","112.97","41.39","41.45","54.67","110.22","11.26","9.52","12.42","22.81","29.09","40.24","59.14","57.14"
"PF3D7_0722500","PF3D7_0722500.1","78.79","100.4","110.92","127.83","119.08","139.57","142.18","168.58","66.51","87.62","98.01","114.09","108.48","128.09","131.37","150.82","4.99","5.17","7.14","23.03","76.63","124.51","142.18","78.14"
"PF3D7_0722600","PF3D7_0722600.1","85.43","129.37","160.08","164.81","162.03","138.52","112.34","73.7","72.32","113.31","142.63","147.6","148.2","127.11","104.3","66.62","5.41","6.66","10.3","29.7","104.28","123.58","112.34","34.16"
"PF3D7_0723000","PF3D7_0723000.1","17.51","15.38","19.43","20.16","30.22","29.45","26.25","15.21","14.81","13.47","17.43","18.49","27.57","26.82","24.65","13.74","1.11","0.79","1.25","3.63","19.45","26.28","26.25","7.05"
